"n_tested","n_significant","true_positives","false_positives","n_true_de","sensitivity","precision","empirical_fdr","nominal_fdr","avg_precision","sens_exclusive","sens_low_abund","sig_excl_rescued","n_excl_kept","n_exclusive_added","excl_admit_fpr","norm_used","batch_in_model","shrink_applied","common_disp","arm","rep","scenario_row","n_per_group","prop_de","n_exclusive","median_lib"
11405,1,0,1,0,NA,0,1,0.1,NA,NA,NA,0,0,3439,1,"TMMwsp",TRUE,FALSE,1.10227853210539,"fix_filter",24,3,8,0,0,847540.5
12110,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3186,1,"TMMwsp",TRUE,FALSE,1.1413062974324,"ctc_pipeline",25,1,3,0,0,808500
4479,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.698189321079497,"edger_default",25,1,3,0,0,808500
8569,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4090,1,"TMMwsp",TRUE,FALSE,0.771416659041741,"ablate_filter",25,1,3,0,0,808500
8924,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.07876179054543,"ablate_exclusive",25,1,3,0,0,808500
12110,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3186,1,"TMM",TRUE,FALSE,1.16465654250628,"ablate_tmmwsp",25,1,3,0,0,808500
12110,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3186,1,"TMMwsp",TRUE,FALSE,1.1413062974324,"ablate_priorcount",25,1,3,0,0,808500
12110,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3186,1,"TMMwsp",TRUE,FALSE,1.1413062974324,"ablate_fdr",25,1,3,0,0,808500
12110,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3186,1,"TMMwsp",TRUE,FALSE,1.1413062974324,"ablate_shrinkfloor",25,1,3,0,0,808500
12110,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3186,1,"TMMwsp",TRUE,FALSE,1.1413062974324,"ablate_lowinput",25,1,3,0,0,808500
10853,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3976,1,"TMMwsp",FALSE,FALSE,0.770326058066387,"batch_removed",25,1,3,0,0,808500
10853,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3976,1,"TMMwsp",FALSE,FALSE,1.20544916769622,"batch_ignored",25,1,3,0,0,808500
12110,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3186,1,"TMMwsp",TRUE,FALSE,1.1413062974324,"fix_filter",25,1,3,0,0,808500
12085,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3676,1,"TMMwsp",TRUE,FALSE,1.33759832341156,"ctc_pipeline",25,2,5,0,0,695043
4049,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.757519335712941,"edger_default",25,2,5,0,0,695043
7960,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3911,1,"TMMwsp",TRUE,FALSE,0.827401012670066,"ablate_filter",25,2,5,0,0,695043
8409,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.27946094344175,"ablate_exclusive",25,2,5,0,0,695043
12085,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3676,1,"TMM",TRUE,FALSE,1.35962720590482,"ablate_tmmwsp",25,2,5,0,0,695043
12085,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3676,1,"TMMwsp",TRUE,FALSE,1.33759832341156,"ablate_priorcount",25,2,5,0,0,695043
12085,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3676,1,"TMMwsp",TRUE,FALSE,1.33759832341156,"ablate_fdr",25,2,5,0,0,695043
12085,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3676,1,"TMMwsp",TRUE,FALSE,1.33759832341156,"ablate_shrinkfloor",25,2,5,0,0,695043
12085,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3676,1,"TMMwsp",TRUE,FALSE,1.33759832341156,"ablate_lowinput",25,2,5,0,0,695043
9792,1,0,1,0,NA,0,1,0.1,NA,NA,NA,0,0,3905,1,"TMMwsp",FALSE,FALSE,0.95924236094731,"batch_removed",25,2,5,0,0,695043
9792,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3905,1,"TMMwsp",FALSE,FALSE,1.1804803301038,"batch_ignored",25,2,5,0,0,695043
12085,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3676,1,"TMMwsp",TRUE,FALSE,1.33759832341156,"fix_filter",25,2,5,0,0,695043
11328,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3441,1,"TMMwsp",TRUE,FALSE,1.11034107547625,"ctc_pipeline",25,3,8,0,0,1044280
4435,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.627620689386786,"edger_default",25,3,8,0,0,1044280
7882,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3447,1,"TMMwsp",TRUE,FALSE,0.668053605772324,"ablate_filter",25,3,8,0,0,1044280
7887,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.06610343438163,"ablate_exclusive",25,3,8,0,0,1044280
11328,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3441,1,"TMM",TRUE,FALSE,1.11596141528891,"ablate_tmmwsp",25,3,8,0,0,1044280
11328,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3441,1,"TMMwsp",TRUE,FALSE,1.11034107547625,"ablate_priorcount",25,3,8,0,0,1044280
11328,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3441,1,"TMMwsp",TRUE,FALSE,1.11034107547625,"ablate_fdr",25,3,8,0,0,1044280
11328,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3441,1,"TMMwsp",TRUE,FALSE,1.11034107547625,"ablate_shrinkfloor",25,3,8,0,0,1044280
11328,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3441,1,"TMMwsp",TRUE,FALSE,1.11034107547625,"ablate_lowinput",25,3,8,0,0,1044280
9908,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3447,1,"TMMwsp",FALSE,FALSE,0.911872763643611,"batch_removed",25,3,8,0,0,1044280
9908,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3447,1,"TMMwsp",FALSE,FALSE,1.06095151363824,"batch_ignored",25,3,8,0,0,1044280
11328,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3441,1,"TMMwsp",TRUE,FALSE,1.11034107547625,"fix_filter",25,3,8,0,0,1044280
12681,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3215,1,"TMMwsp",TRUE,FALSE,1.13367098951666,"ctc_pipeline",26,1,3,0,0,1156861.5
5307,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.780459788035919,"edger_default",26,1,3,0,0,1156861.5
9449,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4142,1,"TMMwsp",TRUE,FALSE,0.831385089299666,"ablate_filter",26,1,3,0,0,1156861.5
9466,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.09363703338526,"ablate_exclusive",26,1,3,0,0,1156861.5
12681,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3215,1,"TMM",TRUE,FALSE,1.15372409692384,"ablate_tmmwsp",26,1,3,0,0,1156861.5
12681,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3215,1,"TMMwsp",TRUE,FALSE,1.13367098951666,"ablate_priorcount",26,1,3,0,0,1156861.5
12681,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3215,1,"TMMwsp",TRUE,FALSE,1.13367098951666,"ablate_fdr",26,1,3,0,0,1156861.5
12681,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3215,1,"TMMwsp",TRUE,FALSE,1.13367098951666,"ablate_shrinkfloor",26,1,3,0,0,1156861.5
12681,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3215,1,"TMMwsp",TRUE,FALSE,1.13367098951666,"ablate_lowinput",26,1,3,0,0,1156861.5
11410,14,0,14,0,NA,0,1,0.1,NA,NA,NA,0,0,4028,1,"TMMwsp",FALSE,FALSE,0.74934150685529,"batch_removed",26,1,3,0,0,1156861.5
11410,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4028,1,"TMMwsp",FALSE,FALSE,1.13815359064375,"batch_ignored",26,1,3,0,0,1156861.5
12681,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3215,1,"TMMwsp",TRUE,FALSE,1.13367098951666,"fix_filter",26,1,3,0,0,1156861.5
12088,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3674,1,"TMMwsp",TRUE,FALSE,1.3288270747812,"ctc_pipeline",26,2,5,0,0,830871
4276,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.783806346672424,"edger_default",26,2,5,0,0,830871
8262,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3986,1,"TMMwsp",TRUE,FALSE,0.859697533922875,"ablate_filter",26,2,5,0,0,830871
8414,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.26027641786029,"ablate_exclusive",26,2,5,0,0,830871
12088,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3674,1,"TMM",TRUE,FALSE,1.34605174576801,"ablate_tmmwsp",26,2,5,0,0,830871
12088,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3674,1,"TMMwsp",TRUE,FALSE,1.3288270747812,"ablate_priorcount",26,2,5,0,0,830871
12088,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3674,1,"TMMwsp",TRUE,FALSE,1.3288270747812,"ablate_fdr",26,2,5,0,0,830871
12088,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3674,1,"TMMwsp",TRUE,FALSE,1.3288270747812,"ablate_shrinkfloor",26,2,5,0,0,830871
12088,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3674,1,"TMMwsp",TRUE,FALSE,1.3288270747812,"ablate_lowinput",26,2,5,0,0,830871
9844,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3977,1,"TMMwsp",FALSE,FALSE,0.934961389978038,"batch_removed",26,2,5,0,0,830871
9844,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3977,1,"TMMwsp",FALSE,FALSE,1.17844138469408,"batch_ignored",26,2,5,0,0,830871
12088,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3674,1,"TMMwsp",TRUE,FALSE,1.3288270747812,"fix_filter",26,2,5,0,0,830871
11345,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3445,1,"TMMwsp",TRUE,FALSE,1.09929893379781,"ctc_pipeline",26,3,8,0,0,868770.5
4262,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.587050562497726,"edger_default",26,3,8,0,0,868770.5
7709,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3447,1,"TMMwsp",TRUE,FALSE,0.631239017379032,"ablate_filter",26,3,8,0,0,868770.5
7900,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.05100901777474,"ablate_exclusive",26,3,8,0,0,868770.5
11345,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3445,1,"TMM",TRUE,FALSE,1.10648966179856,"ablate_tmmwsp",26,3,8,0,0,868770.5
11345,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3445,1,"TMMwsp",TRUE,FALSE,1.09929893379781,"ablate_priorcount",26,3,8,0,0,868770.5
11345,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3445,1,"TMMwsp",TRUE,FALSE,1.09929893379781,"ablate_fdr",26,3,8,0,0,868770.5
11345,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3445,1,"TMMwsp",TRUE,FALSE,1.09929893379781,"ablate_shrinkfloor",26,3,8,0,0,868770.5
11345,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3445,1,"TMMwsp",TRUE,FALSE,1.09929893379781,"ablate_lowinput",26,3,8,0,0,868770.5
9941,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3447,1,"TMMwsp",FALSE,FALSE,0.899117122366521,"batch_removed",26,3,8,0,0,868770.5
9941,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3447,1,"TMMwsp",FALSE,FALSE,1.04116994820413,"batch_ignored",26,3,8,0,0,868770.5
11345,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3445,1,"TMMwsp",TRUE,FALSE,1.09929893379781,"fix_filter",26,3,8,0,0,868770.5
11579,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3390,1,"TMMwsp",TRUE,FALSE,1.25570723756462,"ctc_pipeline",27,1,3,0,0,606942.5
3899,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.765845596107206,"edger_default",27,1,3,0,0,606942.5
8121,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4222,1,"TMMwsp",TRUE,FALSE,0.826482109233204,"ablate_filter",27,1,3,0,0,606942.5
8189,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.21108781931355,"ablate_exclusive",27,1,3,0,0,606942.5
11579,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3390,1,"TMM",TRUE,FALSE,1.28664086128866,"ablate_tmmwsp",27,1,3,0,0,606942.5
11579,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3390,1,"TMMwsp",TRUE,FALSE,1.25570723756462,"ablate_priorcount",27,1,3,0,0,606942.5
11579,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3390,1,"TMMwsp",TRUE,FALSE,1.25570723756462,"ablate_fdr",27,1,3,0,0,606942.5
11579,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3390,1,"TMMwsp",TRUE,FALSE,1.25570723756462,"ablate_shrinkfloor",27,1,3,0,0,606942.5
11579,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3390,1,"TMMwsp",TRUE,FALSE,1.25570723756462,"ablate_lowinput",27,1,3,0,0,606942.5
10333,18,0,18,0,NA,0,1,0.1,NA,NA,NA,0,0,4131,1,"TMMwsp",FALSE,FALSE,0.829117306085699,"batch_removed",27,1,3,0,0,606942.5
10333,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4131,1,"TMMwsp",FALSE,FALSE,1.22327245556887,"batch_ignored",27,1,3,0,0,606942.5
11579,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3390,1,"TMMwsp",TRUE,FALSE,1.25570723756462,"fix_filter",27,1,3,0,0,606942.5
12681,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3654,1,"TMMwsp",TRUE,FALSE,1.25711760241621,"ctc_pipeline",27,2,5,0,0,841363.5
4559,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.71761387160195,"edger_default",27,2,5,0,0,841363.5
8485,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3926,1,"TMMwsp",TRUE,FALSE,0.773480354076192,"ablate_filter",27,2,5,0,0,841363.5
9027,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.2056746759623,"ablate_exclusive",27,2,5,0,0,841363.5
12681,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3654,1,"TMM",TRUE,FALSE,1.27245507415619,"ablate_tmmwsp",27,2,5,0,0,841363.5
12681,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3654,1,"TMMwsp",TRUE,FALSE,1.25711760241621,"ablate_priorcount",27,2,5,0,0,841363.5
12681,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3654,1,"TMMwsp",TRUE,FALSE,1.25711760241621,"ablate_fdr",27,2,5,0,0,841363.5
12681,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3654,1,"TMMwsp",TRUE,FALSE,1.25711760241621,"ablate_shrinkfloor",27,2,5,0,0,841363.5
12681,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3654,1,"TMMwsp",TRUE,FALSE,1.25711760241621,"ablate_lowinput",27,2,5,0,0,841363.5
10418,5,0,5,0,NA,0,1,0.1,NA,NA,NA,0,0,3923,1,"TMMwsp",FALSE,FALSE,0.92256520776216,"batch_removed",27,2,5,0,0,841363.5
10418,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3923,1,"TMMwsp",FALSE,FALSE,1.10720516196642,"batch_ignored",27,2,5,0,0,841363.5
12681,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3654,1,"TMMwsp",TRUE,FALSE,1.25711760241621,"fix_filter",27,2,5,0,0,841363.5
10705,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3698,1,"TMMwsp",TRUE,FALSE,1.19394784214881,"ctc_pipeline",27,3,8,0,0,599736
3318,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.578970297275535,"edger_default",27,3,8,0,0,599736
7020,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3702,1,"TMMwsp",TRUE,FALSE,0.63327584832611,"ablate_filter",27,3,8,0,0,599736
7007,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.13540945891477,"ablate_exclusive",27,3,8,0,0,599736
10705,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3698,1,"TMM",TRUE,FALSE,1.21048600537008,"ablate_tmmwsp",27,3,8,0,0,599736
10705,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3698,1,"TMMwsp",TRUE,FALSE,1.19394784214881,"ablate_priorcount",27,3,8,0,0,599736
10705,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3698,1,"TMMwsp",TRUE,FALSE,1.19394784214881,"ablate_fdr",27,3,8,0,0,599736
10705,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3698,1,"TMMwsp",TRUE,FALSE,1.19394784214881,"ablate_shrinkfloor",27,3,8,0,0,599736
10705,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3698,1,"TMMwsp",TRUE,FALSE,1.19394784214881,"ablate_lowinput",27,3,8,0,0,599736
9305,1,0,1,0,NA,0,1,0.1,NA,NA,NA,0,0,3702,1,"TMMwsp",FALSE,FALSE,0.977379704442859,"batch_removed",27,3,8,0,0,599736
9305,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3702,1,"TMMwsp",FALSE,FALSE,1.11929292608123,"batch_ignored",27,3,8,0,0,599736
10705,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3698,1,"TMMwsp",TRUE,FALSE,1.19394784214881,"fix_filter",27,3,8,0,0,599736
11917,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3269,1,"TMMwsp",TRUE,FALSE,1.26943951653567,"ctc_pipeline",28,1,3,0,0,818518
4583,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.892150349659316,"edger_default",28,1,3,0,0,818518
8665,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4082,1,"TMMwsp",TRUE,FALSE,0.933079645060873,"ablate_filter",28,1,3,0,0,818518
8648,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.2355389797878,"ablate_exclusive",28,1,3,0,0,818518
11917,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3269,1,"TMM",TRUE,FALSE,1.28806781966948,"ablate_tmmwsp",28,1,3,0,0,818518
11917,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3269,1,"TMMwsp",TRUE,FALSE,1.26943951653567,"ablate_priorcount",28,1,3,0,0,818518
11917,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3269,1,"TMMwsp",TRUE,FALSE,1.26943951653567,"ablate_fdr",28,1,3,0,0,818518
11917,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3269,1,"TMMwsp",TRUE,FALSE,1.26943951653567,"ablate_shrinkfloor",28,1,3,0,0,818518
11917,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3269,1,"TMMwsp",TRUE,FALSE,1.26943951653567,"ablate_lowinput",28,1,3,0,0,818518
10533,2,0,2,0,NA,0,1,0.1,NA,NA,NA,0,0,4017,1,"TMMwsp",FALSE,FALSE,0.861886301651499,"batch_removed",28,1,3,0,0,818518
10533,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4017,1,"TMMwsp",FALSE,FALSE,1.24262242457239,"batch_ignored",28,1,3,0,0,818518
11917,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3269,1,"TMMwsp",TRUE,FALSE,1.26943951653567,"fix_filter",28,1,3,0,0,818518
12481,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3657,1,"TMMwsp",TRUE,FALSE,1.27852922480739,"ctc_pipeline",28,2,5,0,0,1062686
4734,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.793674260662883,"edger_default",28,2,5,0,0,1062686
8687,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3953,1,"TMMwsp",TRUE,FALSE,0.862935937209538,"ablate_filter",28,2,5,0,0,1062686
8824,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.22108227355762,"ablate_exclusive",28,2,5,0,0,1062686
12481,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3657,1,"TMM",TRUE,FALSE,1.2972685117032,"ablate_tmmwsp",28,2,5,0,0,1062686
12481,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3657,1,"TMMwsp",TRUE,FALSE,1.27852922480739,"ablate_priorcount",28,2,5,0,0,1062686
12481,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3657,1,"TMMwsp",TRUE,FALSE,1.27852922480739,"ablate_fdr",28,2,5,0,0,1062686
12481,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3657,1,"TMMwsp",TRUE,FALSE,1.27852922480739,"ablate_shrinkfloor",28,2,5,0,0,1062686
12481,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3657,1,"TMMwsp",TRUE,FALSE,1.27852922480739,"ablate_lowinput",28,2,5,0,0,1062686
10288,1,0,1,0,NA,0,1,0.1,NA,NA,NA,0,0,3949,1,"TMMwsp",FALSE,FALSE,0.921995364042738,"batch_removed",28,2,5,0,0,1062686
10288,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3949,1,"TMMwsp",FALSE,FALSE,1.15013120729883,"batch_ignored",28,2,5,0,0,1062686
12481,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3657,1,"TMMwsp",TRUE,FALSE,1.27852922480739,"fix_filter",28,2,5,0,0,1062686
11398,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3534,1,"TMMwsp",TRUE,FALSE,1.12279666285872,"ctc_pipeline",28,3,8,0,0,943901.5
4327,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.620391188859335,"edger_default",28,3,8,0,0,943901.5
7873,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3546,1,"TMMwsp",TRUE,FALSE,0.66487007295011,"ablate_filter",28,3,8,0,0,943901.5
7864,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.07412186423224,"ablate_exclusive",28,3,8,0,0,943901.5
11398,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3534,1,"TMM",TRUE,FALSE,1.13111979453519,"ablate_tmmwsp",28,3,8,0,0,943901.5
11398,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3534,1,"TMMwsp",TRUE,FALSE,1.12279666285872,"ablate_priorcount",28,3,8,0,0,943901.5
11398,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3534,1,"TMMwsp",TRUE,FALSE,1.12279666285872,"ablate_fdr",28,3,8,0,0,943901.5
11398,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3534,1,"TMMwsp",TRUE,FALSE,1.12279666285872,"ablate_shrinkfloor",28,3,8,0,0,943901.5
11398,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3534,1,"TMMwsp",TRUE,FALSE,1.12279666285872,"ablate_lowinput",28,3,8,0,0,943901.5
9876,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3546,1,"TMMwsp",FALSE,FALSE,0.901250965130356,"batch_removed",28,3,8,0,0,943901.5
9876,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3546,1,"TMMwsp",FALSE,FALSE,1.0479605135378,"batch_ignored",28,3,8,0,0,943901.5
11398,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3534,1,"TMMwsp",TRUE,FALSE,1.12279666285872,"fix_filter",28,3,8,0,0,943901.5
13250,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3025,1,"TMMwsp",TRUE,FALSE,1.10399790145974,"ctc_pipeline",29,1,3,0,0,1004266.5
5558,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.696766392042664,"edger_default",29,1,3,0,0,1004266.5
9511,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3953,1,"TMMwsp",TRUE,FALSE,0.753449006968377,"ablate_filter",29,1,3,0,0,1004266.5
10225,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.05775222485195,"ablate_exclusive",29,1,3,0,0,1004266.5
13250,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3025,1,"TMM",TRUE,FALSE,1.1098457398864,"ablate_tmmwsp",29,1,3,0,0,1004266.5
13250,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3025,1,"TMMwsp",TRUE,FALSE,1.10399790145974,"ablate_priorcount",29,1,3,0,0,1004266.5
13250,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3025,1,"TMMwsp",TRUE,FALSE,1.10399790145974,"ablate_fdr",29,1,3,0,0,1004266.5
