"n_tested","n_significant","true_positives","false_positives","n_true_de","sensitivity","precision","empirical_fdr","nominal_fdr","avg_precision","sens_exclusive","sens_low_abund","sig_excl_rescued","n_excl_kept","n_exclusive_added","excl_admit_fpr","norm_used","batch_in_model","shrink_applied","common_disp","arm","rep","scenario_row","n_per_group","prop_de","n_exclusive","median_lib"
12296,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3150,1,"TMMwsp",TRUE,FALSE,1.13783289332865,"ablate_shrinkfloor",5,1,3,0,0,790905
12296,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3150,1,"TMMwsp",TRUE,FALSE,1.13783289332865,"ablate_lowinput",5,1,3,0,0,790905
11053,18,0,18,0,NA,0,1,0.1,NA,NA,NA,0,0,3962,1,"TMMwsp",FALSE,FALSE,0.735709014614588,"batch_removed",5,1,3,0,0,790905
11053,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3962,1,"TMMwsp",FALSE,FALSE,1.17032860266554,"batch_ignored",5,1,3,0,0,790905
12296,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3150,1,"TMMwsp",TRUE,FALSE,1.13783289332865,"fix_filter",5,1,3,0,0,790905
13093,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3499,1,"TMMwsp",TRUE,FALSE,1.18556624064189,"ctc_pipeline",5,2,5,0,0,900088.5
5040,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.69108806940913,"edger_default",5,2,5,0,0,900088.5
8841,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3801,1,"TMMwsp",TRUE,FALSE,0.74441251422594,"ablate_filter",5,2,5,0,0,900088.5
9594,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.13466646614653,"ablate_exclusive",5,2,5,0,0,900088.5
13093,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3499,1,"TMM",TRUE,FALSE,1.19624485943799,"ablate_tmmwsp",5,2,5,0,0,900088.5
13093,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3499,1,"TMMwsp",TRUE,FALSE,1.18556624064189,"ablate_priorcount",5,2,5,0,0,900088.5
13093,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3499,1,"TMMwsp",TRUE,FALSE,1.18556624064189,"ablate_fdr",5,2,5,0,0,900088.5
13093,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3499,1,"TMMwsp",TRUE,FALSE,1.18556624064189,"ablate_shrinkfloor",5,2,5,0,0,900088.5
13093,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3499,1,"TMMwsp",TRUE,FALSE,1.18556624064189,"ablate_lowinput",5,2,5,0,0,900088.5
10859,2,0,2,0,NA,0,1,0.1,NA,NA,NA,0,0,3798,1,"TMMwsp",FALSE,FALSE,0.869102860260802,"batch_removed",5,2,5,0,0,900088.5
10859,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3798,1,"TMMwsp",FALSE,FALSE,1.07145284628405,"batch_ignored",5,2,5,0,0,900088.5
13093,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3499,1,"TMMwsp",TRUE,FALSE,1.18556624064189,"fix_filter",5,2,5,0,0,900088.5
10492,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3673,1,"TMMwsp",TRUE,FALSE,1.23139980514341,"ctc_pipeline",5,3,8,0,0,557095
3117,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.59986567263808,"edger_default",5,3,8,0,0,557095
6798,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3681,1,"TMMwsp",TRUE,FALSE,0.65984747791087,"ablate_filter",5,3,8,0,0,557095
6819,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.1734807989492,"ablate_exclusive",5,3,8,0,0,557095
10492,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3673,1,"TMM",TRUE,FALSE,1.24604679295031,"ablate_tmmwsp",5,3,8,0,0,557095
10492,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3673,1,"TMMwsp",TRUE,FALSE,1.23139980514341,"ablate_priorcount",5,3,8,0,0,557095
10492,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3673,1,"TMMwsp",TRUE,FALSE,1.23139980514341,"ablate_fdr",5,3,8,0,0,557095
10492,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3673,1,"TMMwsp",TRUE,FALSE,1.23139980514341,"ablate_shrinkfloor",5,3,8,0,0,557095
10492,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3673,1,"TMMwsp",TRUE,FALSE,1.23139980514341,"ablate_lowinput",5,3,8,0,0,557095
9111,1,0,1,0,NA,0,1,0.1,NA,NA,NA,0,0,3681,1,"TMMwsp",FALSE,FALSE,1.01453494809291,"batch_removed",5,3,8,0,0,557095
9111,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3681,1,"TMMwsp",FALSE,FALSE,1.15852097612085,"batch_ignored",5,3,8,0,0,557095
10492,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3673,1,"TMMwsp",TRUE,FALSE,1.23139980514341,"fix_filter",5,3,8,0,0,557095
11984,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3258,1,"TMMwsp",TRUE,FALSE,1.19584303315066,"ctc_pipeline",6,1,3,0,0,704499
4335,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.737696827204093,"edger_default",6,1,3,0,0,704499
8717,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4382,1,"TMMwsp",TRUE,FALSE,0.845503459335641,"ablate_filter",6,1,3,0,0,704499
8726,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.11368594087691,"ablate_exclusive",6,1,3,0,0,704499
11984,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3258,1,"TMM",TRUE,FALSE,1.20037619519257,"ablate_tmmwsp",6,1,3,0,0,704499
11984,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3258,1,"TMMwsp",TRUE,FALSE,1.19584303315066,"ablate_priorcount",6,1,3,0,0,704499
11984,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3258,1,"TMMwsp",TRUE,FALSE,1.19584303315066,"ablate_fdr",6,1,3,0,0,704499
11984,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3258,1,"TMMwsp",TRUE,FALSE,1.19584303315066,"ablate_shrinkfloor",6,1,3,0,0,704499
11984,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3258,1,"TMMwsp",TRUE,FALSE,1.19584303315066,"ablate_lowinput",6,1,3,0,0,704499
10838,16,0,16,0,NA,0,1,0.1,NA,NA,NA,0,0,4209,1,"TMMwsp",FALSE,FALSE,0.79912688786296,"batch_removed",6,1,3,0,0,704499
10838,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4209,1,"TMMwsp",FALSE,FALSE,1.24182132882359,"batch_ignored",6,1,3,0,0,704499
11984,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3258,1,"TMMwsp",TRUE,FALSE,1.19584303315066,"fix_filter",6,1,3,0,0,704499
13244,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3482,1,"TMMwsp",TRUE,FALSE,1.1786427354243,"ctc_pipeline",6,2,5,0,0,936571.5
5283,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.688203995903143,"edger_default",6,2,5,0,0,936571.5
9010,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3727,1,"TMMwsp",TRUE,FALSE,0.738578197791652,"ablate_filter",6,2,5,0,0,936571.5
9762,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.13189937286109,"ablate_exclusive",6,2,5,0,0,936571.5
13244,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3482,1,"TMM",TRUE,FALSE,1.18651267321771,"ablate_tmmwsp",6,2,5,0,0,936571.5
13244,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3482,1,"TMMwsp",TRUE,FALSE,1.1786427354243,"ablate_priorcount",6,2,5,0,0,936571.5
13244,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3482,1,"TMMwsp",TRUE,FALSE,1.1786427354243,"ablate_fdr",6,2,5,0,0,936571.5
13244,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3482,1,"TMMwsp",TRUE,FALSE,1.1786427354243,"ablate_shrinkfloor",6,2,5,0,0,936571.5
13244,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3482,1,"TMMwsp",TRUE,FALSE,1.1786427354243,"ablate_lowinput",6,2,5,0,0,936571.5
11029,1,0,1,0,NA,0,1,0.1,NA,NA,NA,0,0,3720,1,"TMMwsp",FALSE,FALSE,0.864655738525651,"batch_removed",6,2,5,0,0,936571.5
11029,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3720,1,"TMMwsp",FALSE,FALSE,1.07017815753098,"batch_ignored",6,2,5,0,0,936571.5
13244,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3482,1,"TMMwsp",TRUE,FALSE,1.1786427354243,"fix_filter",6,2,5,0,0,936571.5
11686,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3444,1,"TMMwsp",TRUE,FALSE,1.08583075849815,"ctc_pipeline",6,3,8,0,0,1044380
4719,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.617169566229581,"edger_default",6,3,8,0,0,1044380
8168,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3449,1,"TMMwsp",TRUE,FALSE,0.656750899823852,"ablate_filter",6,3,8,0,0,1044380
8242,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.03942943697535,"ablate_exclusive",6,3,8,0,0,1044380
11686,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3444,1,"TMM",TRUE,FALSE,1.09449408196215,"ablate_tmmwsp",6,3,8,0,0,1044380
11686,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3444,1,"TMMwsp",TRUE,FALSE,1.08583075849815,"ablate_priorcount",6,3,8,0,0,1044380
11686,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3444,1,"TMMwsp",TRUE,FALSE,1.08583075849815,"ablate_fdr",6,3,8,0,0,1044380
11686,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3444,1,"TMMwsp",TRUE,FALSE,1.08583075849815,"ablate_shrinkfloor",6,3,8,0,0,1044380
11686,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3444,1,"TMMwsp",TRUE,FALSE,1.08583075849815,"ablate_lowinput",6,3,8,0,0,1044380
10241,1,0,1,0,NA,0,1,0.1,NA,NA,NA,0,0,3449,1,"TMMwsp",FALSE,FALSE,0.889237133946112,"batch_removed",6,3,8,0,0,1044380
10241,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3449,1,"TMMwsp",FALSE,FALSE,1.03145178311952,"batch_ignored",6,3,8,0,0,1044380
11686,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3444,1,"TMMwsp",TRUE,FALSE,1.08583075849815,"fix_filter",6,3,8,0,0,1044380
12137,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3296,1,"TMMwsp",TRUE,FALSE,1.18516830161787,"ctc_pipeline",7,1,3,0,0,754138
4627,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.828319684577152,"edger_default",7,1,3,0,0,754138
8877,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4250,1,"TMMwsp",TRUE,FALSE,0.869881093478074,"ablate_filter",7,1,3,0,0,754138
8841,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.142334575131,"ablate_exclusive",7,1,3,0,0,754138
12137,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3296,1,"TMM",TRUE,FALSE,1.22128004833018,"ablate_tmmwsp",7,1,3,0,0,754138
12137,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3296,1,"TMMwsp",TRUE,FALSE,1.18516830161787,"ablate_priorcount",7,1,3,0,0,754138
12137,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3296,1,"TMMwsp",TRUE,FALSE,1.18516830161787,"ablate_fdr",7,1,3,0,0,754138
12137,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3296,1,"TMMwsp",TRUE,FALSE,1.18516830161787,"ablate_shrinkfloor",7,1,3,0,0,754138
12137,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3296,1,"TMMwsp",TRUE,FALSE,1.18516830161787,"ablate_lowinput",7,1,3,0,0,754138
10863,52,0,52,0,NA,0,1,0.1,NA,NA,NA,0,0,4155,1,"TMMwsp",FALSE,FALSE,0.846594353836769,"batch_removed",7,1,3,0,0,754138
10863,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4155,1,"TMMwsp",FALSE,FALSE,1.19878007638982,"batch_ignored",7,1,3,0,0,754138
12137,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3296,1,"TMMwsp",TRUE,FALSE,1.18516830161787,"fix_filter",7,1,3,0,0,754138
12648,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3621,1,"TMMwsp",TRUE,FALSE,1.26615487412458,"ctc_pipeline",7,2,5,0,0,734790.5
4462,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.713065167324699,"edger_default",7,2,5,0,0,734790.5
8395,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3933,1,"TMMwsp",TRUE,FALSE,0.78110842419263,"ablate_filter",7,2,5,0,0,734790.5
9027,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.20699256381207,"ablate_exclusive",7,2,5,0,0,734790.5
12648,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3621,1,"TMM",TRUE,FALSE,1.27780058627834,"ablate_tmmwsp",7,2,5,0,0,734790.5
12648,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3621,1,"TMMwsp",TRUE,FALSE,1.26615487412458,"ablate_priorcount",7,2,5,0,0,734790.5
12648,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3621,1,"TMMwsp",TRUE,FALSE,1.26615487412458,"ablate_fdr",7,2,5,0,0,734790.5
12648,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3621,1,"TMMwsp",TRUE,FALSE,1.26615487412458,"ablate_shrinkfloor",7,2,5,0,0,734790.5
12648,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3621,1,"TMMwsp",TRUE,FALSE,1.26615487412458,"ablate_lowinput",7,2,5,0,0,734790.5
10388,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3923,1,"TMMwsp",FALSE,FALSE,0.908265695525323,"batch_removed",7,2,5,0,0,734790.5
10388,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3923,1,"TMMwsp",FALSE,FALSE,1.1317445557149,"batch_ignored",7,2,5,0,0,734790.5
12648,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3621,1,"TMMwsp",TRUE,FALSE,1.26615487412458,"fix_filter",7,2,5,0,0,734790.5
11553,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3494,1,"TMMwsp",TRUE,FALSE,1.08477035480451,"ctc_pipeline",7,3,8,0,0,969125
4622,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.622456493430215,"edger_default",7,3,8,0,0,969125
8118,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3496,1,"TMMwsp",TRUE,FALSE,0.664199672380074,"ablate_filter",7,3,8,0,0,969125
8059,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.03806706579696,"ablate_exclusive",7,3,8,0,0,969125
11553,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3494,1,"TMM",TRUE,FALSE,1.09158319163267,"ablate_tmmwsp",7,3,8,0,0,969125
11553,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3494,1,"TMMwsp",TRUE,FALSE,1.08477035480451,"ablate_priorcount",7,3,8,0,0,969125
11553,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3494,1,"TMMwsp",TRUE,FALSE,1.08477035480451,"ablate_fdr",7,3,8,0,0,969125
11553,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3494,1,"TMMwsp",TRUE,FALSE,1.08477035480451,"ablate_shrinkfloor",7,3,8,0,0,969125
11553,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3494,1,"TMMwsp",TRUE,FALSE,1.08477035480451,"ablate_lowinput",7,3,8,0,0,969125
10090,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3496,1,"TMMwsp",FALSE,FALSE,0.899561773787848,"batch_removed",7,3,8,0,0,969125
10090,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3496,1,"TMMwsp",FALSE,FALSE,1.03020887040766,"batch_ignored",7,3,8,0,0,969125
11553,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3494,1,"TMMwsp",TRUE,FALSE,1.08477035480451,"fix_filter",7,3,8,0,0,969125
11617,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3105,1,"TMMwsp",TRUE,FALSE,1.24569852823129,"ctc_pipeline",8,1,3,0,0,786712
4145,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.776657846491855,"edger_default",8,1,3,0,0,786712
8135,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3990,1,"TMMwsp",TRUE,FALSE,0.838843680296187,"ablate_filter",8,1,3,0,0,786712
8512,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.19902336033132,"ablate_exclusive",8,1,3,0,0,786712
11617,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3105,1,"TMM",TRUE,FALSE,1.26007839041068,"ablate_tmmwsp",8,1,3,0,0,786712
11617,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3105,1,"TMMwsp",TRUE,FALSE,1.24569852823129,"ablate_priorcount",8,1,3,0,0,786712
11617,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3105,1,"TMMwsp",TRUE,FALSE,1.24569852823129,"ablate_fdr",8,1,3,0,0,786712
11617,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3105,1,"TMMwsp",TRUE,FALSE,1.24569852823129,"ablate_shrinkfloor",8,1,3,0,0,786712
11617,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3105,1,"TMMwsp",TRUE,FALSE,1.24569852823129,"ablate_lowinput",8,1,3,0,0,786712
10344,19,0,19,0,NA,0,1,0.1,NA,NA,NA,0,0,3874,1,"TMMwsp",FALSE,FALSE,0.797314915997733,"batch_removed",8,1,3,0,0,786712
10344,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3874,1,"TMMwsp",FALSE,FALSE,1.22561064076535,"batch_ignored",8,1,3,0,0,786712
11617,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3105,1,"TMMwsp",TRUE,FALSE,1.24569852823129,"fix_filter",8,1,3,0,0,786712
11814,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3713,1,"TMMwsp",TRUE,FALSE,1.35317523086727,"ctc_pipeline",8,2,5,0,0,692568.5
3860,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.736468121292463,"edger_default",8,2,5,0,0,692568.5
7822,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3962,1,"TMMwsp",TRUE,FALSE,0.803506562556476,"ablate_filter",8,2,5,0,0,692568.5
8101,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.29313074430209,"ablate_exclusive",8,2,5,0,0,692568.5
11814,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3713,1,"TMM",TRUE,FALSE,1.37180853938323,"ablate_tmmwsp",8,2,5,0,0,692568.5
11814,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3713,1,"TMMwsp",TRUE,FALSE,1.35317523086727,"ablate_priorcount",8,2,5,0,0,692568.5
11814,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3713,1,"TMMwsp",TRUE,FALSE,1.35317523086727,"ablate_fdr",8,2,5,0,0,692568.5
11814,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3713,1,"TMMwsp",TRUE,FALSE,1.35317523086727,"ablate_shrinkfloor",8,2,5,0,0,692568.5
11814,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3713,1,"TMMwsp",TRUE,FALSE,1.35317523086727,"ablate_lowinput",8,2,5,0,0,692568.5
9635,2,0,2,0,NA,0,1,0.1,NA,NA,NA,0,0,3958,1,"TMMwsp",FALSE,FALSE,0.9551273825333,"batch_removed",8,2,5,0,0,692568.5
9635,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3958,1,"TMMwsp",FALSE,FALSE,1.18343319892324,"batch_ignored",8,2,5,0,0,692568.5
11814,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3713,1,"TMMwsp",TRUE,FALSE,1.35317523086727,"fix_filter",8,2,5,0,0,692568.5
11234,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3560,1,"TMMwsp",TRUE,FALSE,1.12622546037314,"ctc_pipeline",8,3,8,0,0,948905
4156,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.610090157974857,"edger_default",8,3,8,0,0,948905
7720,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3564,1,"TMMwsp",TRUE,FALSE,0.655100671017479,"ablate_filter",8,3,8,0,0,948905
7674,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.07518178922098,"ablate_exclusive",8,3,8,0,0,948905
11234,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3560,1,"TMM",TRUE,FALSE,1.13641202520199,"ablate_tmmwsp",8,3,8,0,0,948905
11234,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3560,1,"TMMwsp",TRUE,FALSE,1.12622546037314,"ablate_priorcount",8,3,8,0,0,948905
11234,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3560,1,"TMMwsp",TRUE,FALSE,1.12622546037314,"ablate_fdr",8,3,8,0,0,948905
11234,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3560,1,"TMMwsp",TRUE,FALSE,1.12622546037314,"ablate_shrinkfloor",8,3,8,0,0,948905
11234,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3560,1,"TMMwsp",TRUE,FALSE,1.12622546037314,"ablate_lowinput",8,3,8,0,0,948905
9794,1,0,1,0,NA,0,1,0.1,NA,NA,NA,0,0,3564,1,"TMMwsp",FALSE,FALSE,0.918808061120095,"batch_removed",8,3,8,0,0,948905
9794,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3564,1,"TMMwsp",FALSE,FALSE,1.06271434961115,"batch_ignored",8,3,8,0,0,948905
11234,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3560,1,"TMMwsp",TRUE,FALSE,1.12622546037314,"fix_filter",8,3,8,0,0,948905
11175,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3290,1,"TMMwsp",TRUE,FALSE,1.34713835677013,"ctc_pipeline",9,1,3,0,0,877814
3986,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.908872779355232,"edger_default",9,1,3,0,0,877814
8168,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4182,1,"TMMwsp",TRUE,FALSE,0.978526002756918,"ablate_filter",9,1,3,0,0,877814
7885,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.29501544649305,"ablate_exclusive",9,1,3,0,0,877814
11175,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3290,1,"TMM",TRUE,FALSE,1.36287644449316,"ablate_tmmwsp",9,1,3,0,0,877814
11175,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3290,1,"TMMwsp",TRUE,FALSE,1.34713835677013,"ablate_priorcount",9,1,3,0,0,877814
11175,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3290,1,"TMMwsp",TRUE,FALSE,1.34713835677013,"ablate_fdr",9,1,3,0,0,877814
11175,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3290,1,"TMMwsp",TRUE,FALSE,1.34713835677013,"ablate_shrinkfloor",9,1,3,0,0,877814
11175,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3290,1,"TMMwsp",TRUE,FALSE,1.34713835677013,"ablate_lowinput",9,1,3,0,0,877814
9980,19,0,19,0,NA,0,1,0.1,NA,NA,NA,0,0,4076,1,"TMMwsp",FALSE,FALSE,0.837467529455571,"batch_removed",9,1,3,0,0,877814
9980,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4076,1,"TMMwsp",FALSE,FALSE,1.30849809656326,"batch_ignored",9,1,3,0,0,877814
11175,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3290,1,"TMMwsp",TRUE,FALSE,1.34713835677013,"fix_filter",9,1,3,0,0,877814
12875,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3573,1,"TMMwsp",TRUE,FALSE,1.23099732660493,"ctc_pipeline",9,2,5,0,0,818125.5
4799,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.714645858610584,"edger_default",9,2,5,0,0,818125.5
8643,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3844,1,"TMMwsp",TRUE,FALSE,0.775573838310576,"ablate_filter",9,2,5,0,0,818125.5
9302,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.17301338025184,"ablate_exclusive",9,2,5,0,0,818125.5
