"n_tested","n_significant","true_positives","false_positives","n_true_de","sensitivity","precision","empirical_fdr","nominal_fdr","avg_precision","sens_exclusive","sens_low_abund","sig_excl_rescued","n_excl_kept","n_exclusive_added","excl_admit_fpr","norm_used","batch_in_model","shrink_applied","common_disp","arm","rep","scenario_row","batch_sd","batch_balanced","n_per_group","median_lib"
10487,913,257,656,1720,0.149418604651163,0.281489594742607,0.718510405257393,0.1,0.176733059153898,0,0.00261096605744125,0,67,4081,0.983582455280569,"TMMwsp",FALSE,FALSE,0.845067275588711,"batch_removed",25,6,0.7,FALSE,5,906162.5
10487,271,144,127,1720,0.0837209302325581,0.531365313653137,0.468634686346863,0.1,0.196859655605584,0,0,0,67,4081,0.983582455280569,"TMMwsp",FALSE,FALSE,1.33226957299157,"batch_ignored",25,6,0.7,FALSE,5,906162.5
11972,121,118,3,1720,0.0686046511627907,0.975206611570248,0.0247933884297521,0.1,0.235437485794696,0,0,0,61,3695,0.984303112313938,"TMMwsp",TRUE,FALSE,1.31770718975815,"ctc_pipeline",26,1,0,TRUE,5,863902.5
9914,167,136,31,1720,0.0790697674418605,0.81437125748503,0.18562874251497,0.1,0.217579822939266,0,0,0,61,3997,0.984738553915437,"TMMwsp",FALSE,FALSE,0.950514273129376,"batch_removed",26,1,0,TRUE,5,863902.5
9914,142,131,11,1720,0.0761627906976744,0.922535211267606,0.0774647887323944,0.1,0.231920332871214,0,0,0,61,3997,0.984738553915437,"TMMwsp",FALSE,FALSE,1.04982935184406,"batch_ignored",26,1,0,TRUE,5,863902.5
12092,107,100,7,1720,0.0581395348837209,0.934579439252336,0.0654205607476635,0.1,0.220987357652486,0,0,0,70,3798,0.982885729331227,"TMMwsp",TRUE,FALSE,1.3348329066207,"ctc_pipeline",26,2,0.35,TRUE,5,860767.5
9938,169,127,42,1720,0.0738372093023256,0.751479289940828,0.248520710059172,0.1,0.197042646852677,0,0,0,70,4161,0.983177120884403,"TMMwsp",FALSE,FALSE,0.938854839182108,"batch_removed",26,2,0.35,TRUE,5,860767.5
9938,106,97,9,1720,0.0563953488372093,0.915094339622642,0.0849056603773585,0.1,0.217127414559653,0,0,0,70,4161,0.983177120884403,"TMMwsp",FALSE,FALSE,1.16527585546192,"batch_ignored",26,2,0.35,TRUE,5,860767.5
12711,141,135,6,1720,0.0784883720930233,0.957446808510638,0.0425531914893617,0.1,0.257909524527547,0,0,0,58,3594,0.984418475236505,"TMMwsp",TRUE,FALSE,1.19434273669731,"ctc_pipeline",26,3,0.7,TRUE,5,1136877.5
10376,205,162,43,1720,0.0941860465116279,0.790243902439024,0.209756097560976,0.1,0.233793108835059,0,0,0,58,3889,0.985086140395989,"TMMwsp",FALSE,FALSE,0.86179097963548,"batch_removed",26,3,0.7,TRUE,5,1136877.5
10376,72,71,1,1720,0.0412790697674419,0.986111111111111,0.0138888888888889,0.1,0.239934644248822,0,0,0,58,3889,0.985086140395989,"TMMwsp",FALSE,FALSE,1.39531438642407,"batch_ignored",26,3,0.7,TRUE,5,1136877.5
13584,70,70,0,1720,0.0406976744186047,1,0,0.1,0.229885309199317,0.00833333333333333,0,0,51,2715,0.985635359116022,"TMMwsp",TRUE,FALSE,1.42827713854097,"ctc_pipeline",26,4,0,FALSE,5,932292.5
10368,871,262,609,1720,0.152325581395349,0.300803673938002,0.699196326061998,0.1,0.176785693374556,0.00833333333333333,0,1,51,3801,0.986582478295186,"TMMwsp",FALSE,FALSE,0.865393648602613,"batch_removed",26,4,0,FALSE,5,932292.5
10368,168,157,11,1720,0.0912790697674419,0.93452380952381,0.0654761904761905,0.1,0.264964848360967,0.00833333333333333,0,1,51,3801,0.986582478295186,"TMMwsp",FALSE,FALSE,1.02337177651107,"batch_ignored",26,4,0,FALSE,5,932292.5
13844,72,68,4,1720,0.0395348837209302,0.944444444444444,0.0555555555555556,0.1,0.195730685578562,0,0,0,58,2802,0.982512491077802,"TMMwsp",TRUE,FALSE,1.35741521562071,"ctc_pipeline",26,5,0.35,FALSE,5,845943
10691,1287,269,1018,1720,0.156395348837209,0.209013209013209,0.790986790986791,0.1,0.150344419580401,0,0,0,58,4019,0.985568549390396,"TMMwsp",FALSE,FALSE,0.864065814742977,"batch_removed",26,5,0.35,FALSE,5,845943
10691,190,137,53,1720,0.0796511627906977,0.721052631578947,0.278947368421053,0.1,0.208424896347419,0,0,0,58,4019,0.985568549390396,"TMMwsp",FALSE,FALSE,1.05821272229678,"batch_ignored",26,5,0.35,FALSE,5,845943
13238,94,87,7,1720,0.0505813953488372,0.925531914893617,0.074468085106383,0.1,0.197738976494761,0,0.00244498777506112,0,64,2855,0.985288966725044,"TMMwsp",TRUE,FALSE,1.37949398085368,"ctc_pipeline",26,6,0.7,FALSE,5,509859.5
10243,1231,251,980,1720,0.14593023255814,0.203899268887084,0.796100731112916,0.1,0.151348433376708,0,0.00244498777506112,0,64,4343,0.985263642643334,"TMMwsp",FALSE,FALSE,0.905772533936756,"batch_removed",26,6,0.7,FALSE,5,509859.5
10243,262,138,124,1720,0.0802325581395349,0.526717557251908,0.473282442748092,0.1,0.180782884151965,0,0.00244498777506112,0,64,4343,0.985263642643334,"TMMwsp",FALSE,FALSE,1.33495161602486,"batch_ignored",26,6,0.7,FALSE,5,509859.5
12822,118,116,2,1720,0.0674418604651163,0.983050847457627,0.0169491525423729,0.1,0.2429369359953,0,0,0,71,3668,0.981461286804798,"TMMwsp",TRUE,FALSE,1.26618838512103,"ctc_pipeline",27,1,0,TRUE,5,994967.5
10609,183,146,37,1720,0.0848837209302326,0.797814207650273,0.202185792349727,0.1,0.219728001541444,0,0.00249376558603491,0,71,4005,0.98227215980025,"TMMwsp",FALSE,FALSE,0.919507383571834,"batch_removed",27,1,0,TRUE,5,994967.5
10609,157,144,13,1720,0.0837209302325581,0.917197452229299,0.0828025477707006,0.1,0.243108478584619,0,0.00249376558603491,0,71,4005,0.98227215980025,"TMMwsp",FALSE,FALSE,1.01248312083502,"batch_ignored",27,1,0,TRUE,5,994967.5
12366,124,118,6,1720,0.0686046511627907,0.951612903225806,0.0483870967741935,0.1,0.244426264470336,0,0,0,61,3683,0.984795004072767,"TMMwsp",TRUE,FALSE,1.28002451493324,"ctc_pipeline",27,2,0.35,TRUE,5,814415.5
10225,185,141,44,1720,0.0819767441860465,0.762162162162162,0.237837837837838,0.1,0.226873048325344,0,0,0,61,4009,0.984784235470192,"TMMwsp",FALSE,FALSE,0.924492959048935,"batch_removed",27,2,0.35,TRUE,5,814415.5
10225,119,111,8,1720,0.0645348837209302,0.932773109243697,0.0672268907563025,0.1,0.240140393180445,0,0,0,61,4009,0.984784235470192,"TMMwsp",FALSE,FALSE,1.15696623780632,"batch_ignored",27,2,0.35,TRUE,5,814415.5
12500,124,120,4,1720,0.0697674418604651,0.967741935483871,0.032258064516129,0.1,0.249237554464896,0,0,0,64,3818,0.983761131482452,"TMMwsp",TRUE,FALSE,1.23753363536528,"ctc_pipeline",27,3,0.7,TRUE,5,967495
10332,187,143,44,1720,0.0831395348837209,0.764705882352941,0.235294117647059,0.1,0.219948938667326,0,0,0,64,4182,0.984696317551411,"TMMwsp",FALSE,FALSE,0.876171172066376,"batch_removed",27,3,0.7,TRUE,5,967495
10332,63,62,1,1720,0.036046511627907,0.984126984126984,0.0158730158730159,0.1,0.227721869696512,0,0,0,64,4182,0.984696317551411,"TMMwsp",FALSE,FALSE,1.44647835473477,"batch_ignored",27,3,0.7,TRUE,5,967495
13624,79,76,3,1720,0.0441860465116279,0.962025316455696,0.0379746835443038,0.1,0.193206737708294,0,0,0,72,2886,0.983021483021483,"TMMwsp",TRUE,FALSE,1.42444938237691,"ctc_pipeline",27,4,0,FALSE,5,985550.5
10874,754,194,560,1720,0.112790697674419,0.257294429708223,0.742705570291777,0.1,0.147645168985667,0,0,0,72,4630,0.984449244060475,"TMMwsp",FALSE,FALSE,0.873702070203941,"batch_removed",27,4,0,FALSE,5,985550.5
10874,126,114,12,1720,0.0662790697674419,0.904761904761905,0.0952380952380952,0.1,0.215318225518112,0,0,0,72,4630,0.984449244060475,"TMMwsp",FALSE,FALSE,1.05698206770388,"batch_ignored",27,4,0,FALSE,5,985550.5
13640,92,90,2,1720,0.0523255813953488,0.978260869565217,0.0217391304347826,0.1,0.238354994000127,0,0.0025706940874036,0,63,2784,0.985632183908046,"TMMwsp",TRUE,FALSE,1.39534371761942,"ctc_pipeline",27,5,0.35,FALSE,5,924112.5
10533,462,196,266,1720,0.113953488372093,0.424242424242424,0.575757575757576,0.1,0.19006019727358,0,0,0,63,3991,0.984214482585818,"TMMwsp",FALSE,FALSE,0.875313837474891,"batch_removed",27,5,0.35,FALSE,5,924112.5
10533,170,133,37,1720,0.0773255813953488,0.782352941176471,0.217647058823529,0.1,0.218020826399441,0,0,0,63,3991,0.984214482585818,"TMMwsp",FALSE,FALSE,1.10827729177095,"batch_ignored",27,5,0.35,FALSE,5,924112.5
13118,75,72,3,1720,0.0418604651162791,0.96,0.04,0.1,0.195004034751658,0,0,0,62,3156,0.98384030418251,"TMMwsp",TRUE,FALSE,1.45744831867024,"ctc_pipeline",27,6,0.7,FALSE,5,894010
10141,1094,235,859,1720,0.136627906976744,0.214808043875686,0.785191956124314,0.1,0.14773183179497,0,0,0,62,4428,0.985998193315267,"TMMwsp",FALSE,FALSE,0.902152179084768,"batch_removed",27,6,0.7,FALSE,5,894010
10141,296,132,164,1720,0.0767441860465116,0.445945945945946,0.554054054054054,0.1,0.171286571272452,0,0,0,62,4428,0.985998193315267,"TMMwsp",FALSE,FALSE,1.37653914381315,"batch_ignored",27,6,0.7,FALSE,5,894010
12713,144,139,5,1720,0.0808139534883721,0.965277777777778,0.0347222222222222,0.1,0.260871911217481,0,0,0,73,3678,0.981783578031539,"TMMwsp",TRUE,FALSE,1.26553772795741,"ctc_pipeline",28,1,0,TRUE,5,829698
10510,222,170,52,1720,0.0988372093023256,0.765765765765766,0.234234234234234,0.1,0.235043268574482,0,0,0,73,3990,0.981704260651629,"TMMwsp",FALSE,FALSE,0.921696494758286,"batch_removed",28,1,0,TRUE,5,829698
10510,168,158,10,1720,0.0918604651162791,0.94047619047619,0.0595238095238095,0.1,0.257364992295517,0,0,0,73,3990,0.981704260651629,"TMMwsp",FALSE,FALSE,1.01079495539916,"batch_ignored",28,1,0,TRUE,5,829698
12281,113,108,5,1720,0.0627906976744186,0.955752212389381,0.0442477876106195,0.1,0.236599209312224,0,0,0,43,3728,0.988465665236052,"TMMwsp",TRUE,FALSE,1.30659575280797,"ctc_pipeline",28,2,0.35,TRUE,5,986877.5
10217,177,140,37,1720,0.0813953488372093,0.790960451977401,0.209039548022599,0.1,0.21730275645484,0,0,0,43,4124,0.989573229873909,"TMMwsp",FALSE,FALSE,0.936733988137448,"batch_removed",28,2,0.35,TRUE,5,986877.5
10217,98,95,3,1720,0.0552325581395349,0.969387755102041,0.0306122448979592,0.1,0.231511734861567,0,0,0,43,4124,0.989573229873909,"TMMwsp",FALSE,FALSE,1.17788977289677,"batch_ignored",28,2,0.35,TRUE,5,986877.5
12522,113,111,2,1720,0.0645348837209302,0.982300884955752,0.0176991150442478,0.1,0.253646332667682,0,0,0,59,3737,0.984479529033985,"TMMwsp",TRUE,FALSE,1.25170344433908,"ctc_pipeline",28,3,0.7,TRUE,5,869722.5
10281,196,151,45,1720,0.0877906976744186,0.770408163265306,0.229591836734694,0.1,0.221621406095738,0,0,0,59,4023,0.985334327616207,"TMMwsp",FALSE,FALSE,0.883798501504562,"batch_removed",28,3,0.7,TRUE,5,869722.5
10281,54,54,0,1720,0.0313953488372093,1,0,0.1,0.232450689518457,0,0,0,59,4023,0.985334327616207,"TMMwsp",FALSE,FALSE,1.43947016624766,"batch_ignored",28,3,0.7,TRUE,5,869722.5
13962,94,91,3,1720,0.052906976744186,0.968085106382979,0.0319148936170213,0.1,0.22319199867333,0,0,0,66,2720,0.982720588235294,"TMMwsp",TRUE,FALSE,1.30529928144535,"ctc_pipeline",28,4,0,FALSE,5,992007.5
10835,893,265,628,1720,0.15406976744186,0.296752519596864,0.703247480403135,0.1,0.178791445274894,0.00833333333333333,0,1,66,3873,0.98295894655306,"TMMwsp",FALSE,FALSE,0.798225466520868,"batch_removed",28,4,0,FALSE,5,992007.5
10835,174,164,10,1720,0.0953488372093023,0.942528735632184,0.0574712643678161,0.1,0.258329136723495,0,0.00255754475703325,0,66,3873,0.98295894655306,"TMMwsp",FALSE,FALSE,0.940458836871409,"batch_ignored",28,4,0,FALSE,5,992007.5
13235,70,68,2,1720,0.0395348837209302,0.971428571428571,0.0285714285714286,0.1,0.21189086298125,0,0,0,53,2994,0.98563794255177,"TMMwsp",TRUE,FALSE,1.41098252509694,"ctc_pipeline",28,5,0.35,FALSE,5,489090
10024,700,216,484,1720,0.125581395348837,0.308571428571429,0.691428571428571,0.1,0.166306011171862,0,0.00239808153477218,0,53,4113,0.987114028689521,"TMMwsp",FALSE,FALSE,0.910953807189161,"batch_removed",28,5,0.35,FALSE,5,489090
10024,172,137,35,1720,0.0796511627906977,0.796511627906977,0.203488372093023,0.1,0.218374136099727,0,0,0,53,4113,0.987114028689521,"TMMwsp",FALSE,FALSE,1.08635887762508,"batch_ignored",28,5,0.35,FALSE,5,489090
13194,56,52,4,1720,0.0302325581395349,0.928571428571429,0.0714285714285714,0.1,0.201121267523771,0,0,0,75,2942,0.984364377974167,"TMMwsp",TRUE,FALSE,1.37922570805798,"ctc_pipeline",28,6,0.7,FALSE,5,954798.5
9965,428,155,273,1720,0.0901162790697674,0.36214953271028,0.63785046728972,0.1,0.169325730625871,0,0,0,75,4066,0.981554353172651,"TMMwsp",FALSE,FALSE,0.864550132237716,"batch_removed",28,6,0.7,FALSE,5,954798.5
9965,160,92,68,1720,0.0534883720930233,0.575,0.425,0.1,0.163815969370694,0,0,0,75,4066,0.981554353172651,"TMMwsp",FALSE,FALSE,1.32960748092557,"batch_ignored",28,6,0.7,FALSE,5,954798.5
13136,146,144,2,1720,0.0837209302325581,0.986301369863014,0.0136986301369863,0.1,0.271055427562409,0,0,0,65,3502,0.982295830953741,"TMMwsp",TRUE,FALSE,1.23034749194103,"ctc_pipeline",29,1,0,TRUE,5,921119.5
10835,195,169,26,1720,0.0982558139534884,0.866666666666667,0.133333333333333,0.1,0.250579970507197,0,0,0,65,3790,0.982849604221636,"TMMwsp",FALSE,FALSE,0.915214902092996,"batch_removed",29,1,0,TRUE,5,921119.5
10835,160,156,4,1720,0.0906976744186047,0.975,0.025,0.1,0.262577340014263,0,0,0,65,3790,0.982849604221636,"TMMwsp",FALSE,FALSE,0.997743595989231,"batch_ignored",29,1,0,TRUE,5,921119.5
11913,105,100,5,1720,0.0581395348837209,0.952380952380952,0.0476190476190476,0.1,0.2348981844977,0,0,0,67,3726,0.982286634460548,"TMMwsp",TRUE,FALSE,1.32851224684429,"ctc_pipeline",29,2,0.35,TRUE,5,714067
9696,160,128,32,1720,0.0744186046511628,0.8,0.2,0.1,0.20884723462064,0,0,0,67,3994,0.983224837255884,"TMMwsp",FALSE,FALSE,0.94946404341243,"batch_removed",29,2,0.35,TRUE,5,714067
9696,97,89,8,1720,0.0517441860465116,0.917525773195876,0.0824742268041237,0.1,0.220667496995299,0,0,0,67,3994,0.983224837255884,"TMMwsp",FALSE,FALSE,1.17935761988372,"batch_ignored",29,2,0.35,TRUE,5,714067
12381,128,124,4,1720,0.072093023255814,0.96875,0.03125,0.1,0.249619272662861,0,0.0024390243902439,0,62,3840,0.98515625,"TMMwsp",TRUE,FALSE,1.27511940354644,"ctc_pipeline",29,3,0.7,TRUE,5,860548.5
10104,168,139,29,1720,0.0808139534883721,0.827380952380952,0.172619047619048,0.1,0.221808949483129,0,0.0024390243902439,0,62,4137,0.985013294657965,"TMMwsp",FALSE,FALSE,0.879355954460151,"batch_removed",29,3,0.7,TRUE,5,860548.5
10104,86,85,1,1720,0.0494186046511628,0.988372093023256,0.0116279069767442,0.1,0.225548360453462,0,0.0024390243902439,0,62,4137,0.985013294657965,"TMMwsp",FALSE,FALSE,1.45903554722228,"batch_ignored",29,3,0.7,TRUE,5,860548.5
13673,103,97,6,1720,0.0563953488372093,0.941747572815534,0.058252427184466,0.1,0.228106505621163,0,0,0,61,2758,0.983683828861494,"TMMwsp",TRUE,FALSE,1.36127903407065,"ctc_pipeline",29,4,0,FALSE,5,785862.5
10503,935,267,668,1720,0.155232558139535,0.285561497326203,0.714438502673797,0.1,0.177382623047962,0,0.00251256281407035,0,61,3937,0.984505969011938,"TMMwsp",FALSE,FALSE,0.85930777157013,"batch_removed",29,4,0,FALSE,5,785862.5
10503,186,174,12,1720,0.101162790697674,0.935483870967742,0.0645161290322581,0.1,0.273357996446213,0,0,0,61,3937,0.984505969011938,"TMMwsp",FALSE,FALSE,0.986109147956306,"batch_ignored",29,4,0,FALSE,5,785862.5
13636,72,67,5,1720,0.038953488372093,0.930555555555556,0.0694444444444444,0.1,0.199135259321415,0,0,0,59,2773,0.984493328525063,"TMMwsp",TRUE,FALSE,1.38691947144511,"ctc_pipeline",29,5,0.35,FALSE,5,761218.5
10441,959,245,714,1720,0.142441860465116,0.255474452554745,0.744525547445255,0.1,0.157073763736309,0,0,0,59,3937,0.98501397002794,"TMMwsp",FALSE,FALSE,0.867567363974729,"batch_removed",29,5,0.35,FALSE,5,761218.5
10441,209,146,63,1720,0.0848837209302326,0.698564593301435,0.301435406698565,0.1,0.202878747612176,0,0.00246913580246914,0,59,3937,0.98501397002794,"TMMwsp",FALSE,FALSE,1.08361112201401,"batch_ignored",29,5,0.35,FALSE,5,761218.5
12956,60,60,0,1720,0.0348837209302326,1,0,0.1,0.195095534399964,0,0,0,56,3082,0.988643737832576,"TMMwsp",TRUE,FALSE,1.47416631217126,"ctc_pipeline",29,6,0.7,FALSE,5,697559.5
9833,790,189,601,1720,0.109883720930233,0.239240506329114,0.760759493670886,0.1,0.147989624331662,0,0,0,56,4332,0.987072945521699,"TMMwsp",FALSE,FALSE,0.94634767126454,"batch_removed",29,6,0.7,FALSE,5,697559.5
9833,324,131,193,1720,0.0761627906976744,0.404320987654321,0.595679012345679,0.1,0.162526997744111,0,0,0,56,4332,0.987072945521699,"TMMwsp",FALSE,FALSE,1.35184177488785,"batch_ignored",29,6,0.7,FALSE,5,697559.5
12318,132,123,9,1720,0.0715116279069767,0.931818181818182,0.0681818181818182,0.1,0.25131261490962,0,0,0,64,3639,0.983237153064029,"TMMwsp",TRUE,FALSE,1.31659703077876,"ctc_pipeline",30,1,0,TRUE,5,783764.5
10164,186,155,31,1720,0.0901162790697674,0.833333333333333,0.166666666666667,0.1,0.236201972713786,0,0,0,64,3926,0.983698420784514,"TMMwsp",FALSE,FALSE,0.970140177388878,"batch_removed",30,1,0,TRUE,5,783764.5
10164,146,133,13,1720,0.0773255813953488,0.910958904109589,0.089041095890411,0.1,0.24452948227197,0,0,0,64,3926,0.983698420784514,"TMMwsp",FALSE,FALSE,1.04560878695387,"batch_ignored",30,1,0,TRUE,5,783764.5
12588,142,137,5,1720,0.0796511627906977,0.964788732394366,0.0352112676056338,0.1,0.254184819387465,0,0,0,55,3630,0.98595041322314,"TMMwsp",TRUE,FALSE,1.24975043223497,"ctc_pipeline",30,2,0.35,TRUE,5,706061
10354,220,166,54,1720,0.0965116279069767,0.754545454545455,0.245454545454545,0.1,0.227423102213908,0,0,0,55,3931,0.986008649198677,"TMMwsp",FALSE,FALSE,0.930183551843685,"batch_removed",30,2,0.35,TRUE,5,706061
10354,139,131,8,1720,0.0761627906976744,0.942446043165468,0.0575539568345324,0.1,0.243694703136617,0,0,0,55,3931,0.986008649198677,"TMMwsp",FALSE,FALSE,1.11681090023962,"batch_ignored",30,2,0.35,TRUE,5,706061
12751,110,107,3,1720,0.0622093023255814,0.972727272727273,0.0272727272727273,0.1,0.2534414917288,0,0,0,52,3606,0.986688851913478,"TMMwsp",TRUE,FALSE,1.20051784694217,"ctc_pipeline",30,3,0.7,TRUE,5,1123622
10442,164,130,34,1720,0.0755813953488372,0.792682926829268,0.207317073170732,0.1,0.223042744203299,0,0,0,52,3907,0.986690555413361,"TMMwsp",FALSE,FALSE,0.858397196652811,"batch_removed",30,3,0.7,TRUE,5,1123622
10442,46,46,0,1720,0.0267441860465116,1,0,0.1,0.225512096347175,0,0,0,52,3907,0.986690555413361,"TMMwsp",FALSE,FALSE,1.37797041378703,"batch_ignored",30,3,0.7,TRUE,5,1123622
14524,100,95,5,1720,0.0552325581395349,0.95,0.05,0.1,0.234486879061297,0,0.00503778337531486,0,70,2755,0.983666061705989,"TMMwsp",TRUE,FALSE,1.26870307427182,"ctc_pipeline",30,4,0,FALSE,5,1142880
11434,712,236,476,1720,0.137209302325581,0.331460674157303,0.668539325842697,0.1,0.190412384774118,0,0.00503778337531486,0,70,3979,0.982407640110581,"TMMwsp",FALSE,FALSE,0.807250490922277,"batch_removed",30,4,0,FALSE,5,1142880
11434,174,161,13,1720,0.0936046511627907,0.925287356321839,0.0747126436781609,0.1,0.267622597935735,0,0.00503778337531486,0,70,3979,0.982407640110581,"TMMwsp",FALSE,FALSE,0.937451502706335,"batch_ignored",30,4,0,FALSE,5,1142880
13148,63,60,3,1720,0.0348837209302326,0.952380952380952,0.0476190476190476,0.1,0.204541959070603,0,0,0,71,2920,0.982534246575342,"TMMwsp",TRUE,FALSE,1.45946584396453,"ctc_pipeline",30,5,0.35,FALSE,5,764081
10046,709,198,511,1720,0.115116279069767,0.279266572637518,0.720733427362482,0.1,0.157000709428294,0,0,0,71,4182,0.983022477283596,"TMMwsp",FALSE,FALSE,0.906116793360233,"batch_removed",30,5,0.35,FALSE,5,764081
10046,150,118,32,1720,0.0686046511627907,0.786666666666667,0.213333333333333,0.1,0.211310500258848,0,0,0,71,4182,0.983022477283596,"TMMwsp",FALSE,FALSE,1.13607778939473,"batch_ignored",30,5,0.35,FALSE,5,764081
13523,75,72,3,1720,0.0418604651162791,0.96,0.04,0.1,0.213024702917675,0,0,0,64,2829,0.984093319194062,"TMMwsp",TRUE,FALSE,1.40727354924641,"ctc_pipeline",30,6,0.7,FALSE,5,917665
10391,1047,241,806,1720,0.140116279069767,0.23018147086915,0.76981852913085,0.1,0.160253060360803,0,0,0,64,4122,0.984473556525958,"TMMwsp",FALSE,FALSE,0.869938397739136,"batch_removed",30,6,0.7,FALSE,5,917665
10391,357,146,211,1720,0.0848837209302326,0.408963585434174,0.591036414565826,0.1,0.174933588949375,0,0,0,64,4122,0.984473556525958,"TMMwsp",FALSE,FALSE,1.31648282902909,"batch_ignored",30,6,0.7,FALSE,5,917665
12574,151,140,11,1720,0.0813953488372093,0.927152317880795,0.0728476821192053,0.1,0.253366359604268,0,0,0,51,3578,0.98630519843488,"TMMwsp",TRUE,FALSE,1.27210995482664,"ctc_pipeline",31,1,0,TRUE,5,743073.5
10453,216,173,43,1720,0.100581395348837,0.800925925925926,0.199074074074074,0.1,0.239891425326621,0,0,0,51,3907,0.986946506270796,"TMMwsp",FALSE,FALSE,0.920710869349453,"batch_removed",31,1,0,TRUE,5,743073.5
10453,169,153,16,1720,0.088953488372093,0.905325443786982,0.0946745562130177,0.1,0.251181068228027,0,0,0,51,3907,0.986946506270796,"TMMwsp",FALSE,FALSE,1.0213414394628,"batch_ignored",31,1,0,TRUE,5,743073.5
12552,126,123,3,1720,0.0715116279069767,0.976190476190476,0.0238095238095238,0.1,0.25668335609556,0,0,0,53,3785,0.986525759577279,"TMMwsp",TRUE,FALSE,1.28395441690313,"ctc_pipeline",31,2,0.35,TRUE,5,796029
10281,169,145,24,1720,0.0843023255813953,0.857988165680473,0.142011834319527,0.1,0.23289865235402,0,0,0,53,4063,0.986955451636722,"TMMwsp",FALSE,FALSE,0.960065925148021,"batch_removed",31,2,0.35,TRUE,5,796029
10281,114,110,4,1720,0.063953488372093,0.964912280701754,0.0350877192982456,0.1,0.244215662731989,0,0,0,53,4063,0.986955451636722,"TMMwsp",FALSE,FALSE,1.13454997330835,"batch_ignored",31,2,0.35,TRUE,5,796029
12766,141,133,8,1720,0.0773255813953488,0.943262411347518,0.0567375886524823,0.1,0.259165341324731,0,0,0,60,3616,0.985619469026549,"TMMwsp",TRUE,FALSE,1.2241517178192,"ctc_pipeline",31,3,0.7,TRUE,5,1065831.5
10484,180,146,34,1720,0.0848837209302326,0.811111111111111,0.188888888888889,0.1,0.231227935378489,0,0,0,60,3902,0.984879548949257,"TMMwsp",FALSE,FALSE,0.86890322454204,"batch_removed",31,3,0.7,TRUE,5,1065831.5
10484,68,68,0,1720,0.0395348837209302,1,0,0.1,0.238860828725126,0,0,0,60,3902,0.984879548949257,"TMMwsp",FALSE,FALSE,1.41141400649372,"batch_ignored",31,3,0.7,TRUE,5,1065831.5
13129,66,66,0,1720,0.0383720930232558,1,0,0.1,0.202931004359715,0,0,0,61,2964,0.982118758434548,"TMMwsp",TRUE,FALSE,1.43650405471225,"ctc_pipeline",31,4,0,FALSE,5,630437.5
10045,703,200,503,1720,0.116279069767442,0.284495021337127,0.715504978662873,0.1,0.160968445238635,0,0,0,61,4055,0.984956843403206,"TMMwsp",FALSE,FALSE,0.900508294807269,"batch_removed",31,4,0,FALSE,5,630437.5
10045,112,104,8,1720,0.0604651162790698,0.928571428571429,0.0714285714285714,0.1,0.225276988822022,0,0,0,61,4055,0.984956843403206,"TMMwsp",FALSE,FALSE,1.02636504461593,"batch_ignored",31,4,0,FALSE,5,630437.5
13423,61,59,2,1720,0.0343023255813954,0.967213114754098,0.0327868852459016,0.1,0.19362907198372,0,0,0,66,2795,0.982468694096601,"TMMwsp",TRUE,FALSE,1.44606411788426,"ctc_pipeline",31,5,0.35,FALSE,5,625508.5
10129,1219,241,978,1720,0.140116279069767,0.197703035274815,0.802296964725185,0.1,0.141734974811505,0.00833333333333333,0,1,66,3983,0.983429575696711,"TMMwsp",FALSE,FALSE,0.910444637133693,"batch_removed",31,5,0.35,FALSE,5,625508.5
10129,189,129,60,1720,0.075,0.682539682539683,0.317460317460317,0.1,0.203690523958409,0,0,0,66,3983,0.983429575696711,"TMMwsp",FALSE,FALSE,1.09606628248954,"batch_ignored",31,5,0.35,FALSE,5,625508.5
13698,83,78,5,1720,0.0453488372093023,0.939759036144578,0.0602409638554217,0.1,0.207063195365392,0,0.0053475935828877,0,53,2866,0.988136775994417,"TMMwsp",TRUE,FALSE,1.37183749497264,"ctc_pipeline",31,6,0.7,FALSE,5,1119319.5
10574,1134,263,871,1720,0.152906976744186,0.231922398589065,0.768077601410935,0.1,0.167020755280971,0.00833333333333333,0.0053475935828877,1,53,4203,0.9873899595527,"TMMwsp",FALSE,FALSE,0.835350613354619,"batch_removed",31,6,0.7,FALSE,5,1119319.5
10574,257,127,130,1720,0.0738372093023256,0.494163424124514,0.505836575875486,0.1,0.178312671015672,0,0.0053475935828877,0,53,4203,0.9873899595527,"TMMwsp",FALSE,FALSE,1.30408280189061,"batch_ignored",31,6,0.7,FALSE,5,1119319.5
12209,118,115,3,1720,0.0668604651162791,0.974576271186441,0.0254237288135593,0.1,0.245637194586799,0,0,0,71,3843,0.981785063752277,"TMMwsp",TRUE,FALSE,1.3269334149577,"ctc_pipeline",32,1,0,TRUE,5,1157477
9991,177,145,32,1720,0.0843023255813953,0.819209039548023,0.180790960451977,0.1,0.228057188983642,0,0,0,71,4122,0.982775351770985,"TMMwsp",FALSE,FALSE,0.944194888773413,"batch_removed",32,1,0,TRUE,5,1157477
9991,136,129,7,1720,0.075,0.948529411764706,0.0514705882352941,0.1,0.236862419771406,0,0,0,71,4122,0.982775351770985,"TMMwsp",FALSE,FALSE,1.04412081088935,"batch_ignored",32,1,0,TRUE,5,1157477
