"n_tested","n_significant","true_positives","false_positives","n_true_de","sensitivity","precision","empirical_fdr","nominal_fdr","avg_precision","sens_exclusive","sens_low_abund","sig_excl_rescued","n_excl_kept","n_exclusive_added","excl_admit_fpr","norm_used","batch_in_model","shrink_applied","common_disp","arm","rep","scenario_row","lib_lo","lib_hi","n_per_group","median_lib"
11010,93,89,4,1720,0.0517441860465116,0.956989247311828,0.043010752688172,0.1,0.217007077841766,0,0,0,36,3770,0.990450928381963,"TMMwsp",TRUE,FALSE,1.38095658044888,"ctc_pipeline",15,2,3e+05,9e+05,5,536948.5
11010,93,89,4,1720,0.0517441860465116,0.956989247311828,0.043010752688172,0.1,0.2168964643864,0,0,0,36,3770,0.990450928381963,"TMMwsp",TRUE,FALSE,1.38095658044888,"fix_filter",15,2,3e+05,9e+05,5,536948.5
7373,108,100,8,1720,0.0581395348837209,0.925925925925926,0.0740740740740741,0.1,0.203321412641377,0,0,0,36,4030,0.99106699751861,"TMMwsp",TRUE,FALSE,0.842032733526554,"ablate_filter",15,2,3e+05,9e+05,5,536948.5
14120,170,164,6,1720,0.0953488372093023,0.964705882352941,0.0352941176470588,0.1,0.304512862278418,0,0,0,82,3328,0.978365384615385,"TMMwsp",TRUE,FALSE,1.09981503532534,"ctc_pipeline",15,3,1e+06,3e+06,5,2017308
14120,170,164,6,1720,0.0953488372093023,0.964705882352941,0.0352941176470588,0.1,0.304399350719597,0,0,0,82,3328,0.978365384615385,"TMMwsp",TRUE,FALSE,1.09981503532534,"fix_filter",15,3,1e+06,3e+06,5,2017308
9743,183,173,10,1720,0.100581395348837,0.945355191256831,0.0546448087431694,0.1,0.28279553954511,0,0,0,82,3691,0.97778379842861,"TMMwsp",TRUE,FALSE,0.694645261699346,"ablate_filter",15,3,1e+06,3e+06,5,2017308
17415,382,363,19,1720,0.211046511627907,0.950261780104712,0.049738219895288,0.1,0.476206158499263,0.108333333333333,0.0072992700729927,0,120,2490,0.985542168674699,"TMMwsp",TRUE,FALSE,0.714216805236255,"ctc_pipeline",15,4,5e+06,1.5e+07,5,11640758.5
17114,389,368,21,1720,0.213953488372093,0.946015424164524,0.0539845758354756,0.1,0.476115731253216,0.125,0.0072992700729927,0,120,2951,0.986106404608607,"TMMwsp",TRUE,FALSE,0.702199951306676,"fix_filter",15,4,5e+06,1.5e+07,5,11640758.5
14014,400,375,25,1720,0.218023255813953,0.9375,0.0625,0.1,0.458057327809574,0.125,0.0048661800486618,2,120,3269,0.969103701437749,"TMMwsp",TRUE,FALSE,0.537668348769438,"ablate_filter",15,4,5e+06,1.5e+07,5,11640758.5
18519,740,664,76,1720,0.386046511627907,0.897297297297297,0.102702702702703,0.1,0.603780941638692,1,0.0759803921568627,1,120,851,0.99882491186839,"TMMwsp",TRUE,FALSE,0.459926541918753,"ctc_pipeline",15,5,2e+07,6e+07,5,41618410.5
18112,745,667,78,1720,0.387790697674419,0.895302013422819,0.104697986577181,0.1,0.603432775792554,1,0.0784313725490196,2,120,2050,0.999024390243902,"TMMwsp",TRUE,FALSE,0.446987775419126,"fix_filter",15,5,2e+07,6e+07,5,41618410.5
16765,757,676,81,1720,0.393023255813953,0.892998678996037,0.107001321003963,0.1,0.599755368167099,1,0.0808823529411765,5,120,2192,0.99771897810219,"TMMwsp",TRUE,FALSE,0.396198070136014,"ablate_filter",15,5,2e+07,6e+07,5,41618410.5
8901,41,41,0,1720,0.0238372093023256,1,0,0.1,0.177065923050017,0,0,0,19,3697,0.994860697863132,"TMMwsp",TRUE,FALSE,1.70550132232086,"ctc_pipeline",16,1,1e+05,3e+05,5,223747
8901,41,41,0,1720,0.0238372093023256,1,0,0.1,0.1765570748452,0,0,0,19,3697,0.994860697863132,"TMMwsp",TRUE,FALSE,1.70550132232086,"fix_filter",16,1,1e+05,3e+05,5,223747
5977,48,47,1,1720,0.0273255813953488,0.979166666666667,0.0208333333333333,0.1,0.165979099992183,0,0,0,19,3940,0.995177664974619,"TMMwsp",TRUE,FALSE,1.048825658363,"ablate_filter",16,1,1e+05,3e+05,5,223747
11072,95,93,2,1720,0.0540697674418605,0.978947368421053,0.0210526315789474,0.1,0.223065287517264,0,0,0,39,3778,0.989941768131286,"TMMwsp",TRUE,FALSE,1.38644605314714,"ctc_pipeline",16,2,3e+05,9e+05,5,425746
11072,95,93,2,1720,0.0540697674418605,0.978947368421053,0.0210526315789474,0.1,0.22317238737571,0,0,0,39,3778,0.989941768131286,"TMMwsp",TRUE,FALSE,1.38644605314714,"fix_filter",16,2,3e+05,9e+05,5,425746
7258,104,103,1,1720,0.0598837209302326,0.990384615384615,0.00961538461538462,0.1,0.208447876158566,0,0,0,39,4053,0.990377498149519,"TMMwsp",TRUE,FALSE,0.819079894101565,"ablate_filter",16,2,3e+05,9e+05,5,425746
13984,189,181,8,1720,0.105232558139535,0.957671957671958,0.0423280423280423,0.1,0.317462044054466,0,0,0,80,3397,0.979687959964675,"TMMwsp",TRUE,FALSE,1.09428448216697,"ctc_pipeline",16,3,1e+06,3e+06,5,1491498
13984,189,181,8,1720,0.105232558139535,0.957671957671958,0.0423280423280423,0.1,0.317512505948819,0,0,0,80,3397,0.979687959964675,"TMMwsp",TRUE,FALSE,1.09428448216697,"fix_filter",16,3,1e+06,3e+06,5,1491498
9618,200,190,10,1720,0.11046511627907,0.95,0.05,0.1,0.303621281841091,0,0,0,80,3710,0.978436657681941,"TMMwsp",TRUE,FALSE,0.696811635479955,"ablate_filter",16,3,1e+06,3e+06,5,1491498
17937,422,394,28,1720,0.22906976744186,0.933649289099526,0.0663507109004739,0.1,0.504896866761103,0.133333333333333,0.0149625935162095,0,120,2026,0.989634748272458,"TMMwsp",TRUE,FALSE,0.627210993926241,"ctc_pipeline",16,4,5e+06,1.5e+07,5,10220762.5
17713,427,396,31,1720,0.230232558139535,0.927400468384075,0.072599531615925,0.1,0.504835857529586,0.141666666666667,0.0149625935162095,0,120,2313,0.990488543017726,"TMMwsp",TRUE,FALSE,0.6208953501895,"fix_filter",16,4,5e+06,1.5e+07,5,10220762.5
14487,435,404,31,1720,0.234883720930233,0.928735632183908,0.071264367816092,0.1,0.491204969406225,0.141666666666667,0.0124688279301746,6,120,2630,0.962737642585551,"TMMwsp",TRUE,FALSE,0.479638439983172,"ablate_filter",16,4,5e+06,1.5e+07,5,10220762.5
18659,743,683,60,1720,0.397093023255814,0.919246298788694,0.0807537012113055,0.1,0.623926934303223,1,0.0825471698113208,3,120,788,0.996192893401015,"TMMwsp",TRUE,FALSE,0.45430621970275,"ctc_pipeline",16,5,2e+07,6e+07,5,42193332
18260,749,687,62,1720,0.399418604651163,0.917222963951936,0.0827770360480641,0.1,0.623456151198198,1,0.0849056603773585,3,120,1897,0.998418555614128,"TMMwsp",TRUE,FALSE,0.441933064186976,"fix_filter",16,5,2e+07,6e+07,5,42193332
17161,758,693,65,1720,0.402906976744186,0.914248021108179,0.0857519788918206,0.1,0.619719600313305,1,0.0825471698113208,5,120,2011,0.997513674788662,"TMMwsp",TRUE,FALSE,0.401524229935425,"ablate_filter",16,5,2e+07,6e+07,5,42193332
8597,54,53,1,1720,0.0308139534883721,0.981481481481482,0.0185185185185185,0.1,0.178568684609035,0,0,0,15,3721,0.99596882558452,"TMMwsp",TRUE,FALSE,1.75869028738991,"ctc_pipeline",17,1,1e+05,3e+05,5,196025.5
8597,54,53,1,1720,0.0308139534883721,0.981481481481482,0.0185185185185185,0.1,0.178887419952005,0,0,0,15,3721,0.99596882558452,"TMMwsp",TRUE,FALSE,1.75869028738991,"fix_filter",17,1,1e+05,3e+05,5,196025.5
5893,56,55,1,1720,0.0319767441860465,0.982142857142857,0.0178571428571429,0.1,0.172153699658278,0,0,0,15,3940,0.996192893401015,"TMMwsp",TRUE,FALSE,1.10886446828444,"ablate_filter",17,1,1e+05,3e+05,5,196025.5
11588,113,109,4,1720,0.0633720930232558,0.964601769911504,0.0353982300884956,0.1,0.248220502241422,0,0.00261096605744125,0,37,3732,0.990353697749196,"TMMwsp",TRUE,FALSE,1.40639638249994,"ctc_pipeline",17,2,3e+05,9e+05,5,470716.5
11588,113,109,4,1720,0.0633720930232558,0.964601769911504,0.0353982300884956,0.1,0.248221359508312,0,0.00261096605744125,0,37,3732,0.990353697749196,"TMMwsp",TRUE,FALSE,1.40639638249994,"fix_filter",17,2,3e+05,9e+05,5,470716.5
7666,119,115,4,1720,0.0668604651162791,0.966386554621849,0.0336134453781513,0.1,0.231727791111407,0,0,0,37,4012,0.990777666999003,"TMMwsp",TRUE,FALSE,0.843616123050283,"ablate_filter",17,2,3e+05,9e+05,5,470716.5
14445,202,192,10,1720,0.111627906976744,0.95049504950495,0.0495049504950495,0.1,0.317787647795736,0,0,0,100,3244,0.973181257706535,"TMMwsp",TRUE,FALSE,0.99327677858825,"ctc_pipeline",17,3,1e+06,3e+06,5,1950464
14445,202,192,10,1720,0.111627906976744,0.95049504950495,0.0495049504950495,0.1,0.317627809417693,0,0,0,100,3244,0.973181257706535,"TMMwsp",TRUE,FALSE,0.99327677858825,"fix_filter",17,3,1e+06,3e+06,5,1950464
10214,210,198,12,1720,0.115116279069767,0.942857142857143,0.0571428571428571,0.1,0.300331517776721,0,0,0,100,3566,0.97195737521032,"TMMwsp",TRUE,FALSE,0.656499747973528,"ablate_filter",17,3,1e+06,3e+06,5,1950464
17109,356,333,23,1720,0.193604651162791,0.935393258426966,0.0646067415730337,0.1,0.464599610258967,0.0583333333333333,0.0151515151515152,0,119,2477,0.982236576503835,"TMMwsp",TRUE,FALSE,0.739445950421537,"ctc_pipeline",17,4,5e+06,1.5e+07,5,8396649
16919,358,335,23,1720,0.194767441860465,0.935754189944134,0.0642458100558659,0.1,0.464677016876475,0.0583333333333333,0.0151515151515152,0,119,2686,0.983246463142219,"TMMwsp",TRUE,FALSE,0.732654170242627,"fix_filter",17,4,5e+06,1.5e+07,5,8396649
13120,370,345,25,1720,0.200581395348837,0.932432432432432,0.0675675675675676,0.1,0.450258392163283,0.0583333333333333,0.0151515151515152,4,119,3043,0.96319421623398,"TMMwsp",TRUE,FALSE,0.529940492338588,"ablate_filter",17,4,5e+06,1.5e+07,5,8396649
18554,687,634,53,1720,0.368604651162791,0.922852983988355,0.0771470160116448,0.1,0.601967496181552,0.991666666666667,0.0738916256157636,0,120,873,1,"TMMwsp",TRUE,FALSE,0.47056176267396,"ctc_pipeline",17,5,2e+07,6e+07,5,42875334
18147,699,639,60,1720,0.371511627906977,0.914163090128755,0.0858369098712446,0.1,0.602082578546186,0.991666666666667,0.0763546798029557,0,120,1968,1,"TMMwsp",TRUE,FALSE,0.458206696948894,"fix_filter",17,5,2e+07,6e+07,5,42875334
16925,713,647,66,1720,0.376162790697674,0.907433380084151,0.0925666199158485,0.1,0.596616481938747,1,0.0788177339901478,4,120,2111,0.998105163429654,"TMMwsp",TRUE,FALSE,0.41260783562548,"ablate_filter",17,5,2e+07,6e+07,5,42875334
9324,64,64,0,1720,0.0372093023255814,1,0,0.1,0.184950261454286,0,0,0,19,3737,0.994915707786995,"TMMwsp",TRUE,FALSE,1.60206054776292,"ctc_pipeline",18,1,1e+05,3e+05,5,229839
9324,64,64,0,1720,0.0372093023255814,1,0,0.1,0.185221069055298,0,0,0,19,3737,0.994915707786995,"TMMwsp",TRUE,FALSE,1.60206054776292,"fix_filter",18,1,1e+05,3e+05,5,229839
6365,69,69,0,1720,0.0401162790697674,1,0,0.1,0.179924791920556,0,0,0,19,4010,0.995261845386534,"TMMwsp",TRUE,FALSE,1.00233392871463,"ablate_filter",18,1,1e+05,3e+05,5,229839
11773,111,106,5,1720,0.0616279069767442,0.954954954954955,0.045045045045045,0.1,0.234992269181628,0,0,0,37,3794,0.990247759620453,"TMMwsp",TRUE,FALSE,1.30938715321234,"ctc_pipeline",18,2,3e+05,9e+05,5,540661
11773,111,106,5,1720,0.0616279069767442,0.954954954954955,0.045045045045045,0.1,0.234442751702646,0,0,0,37,3794,0.990247759620453,"TMMwsp",TRUE,FALSE,1.30938715321234,"fix_filter",18,2,3e+05,9e+05,5,540661
8091,115,112,3,1720,0.0651162790697674,0.973913043478261,0.0260869565217391,0.1,0.224595021326475,0,0,0,37,4085,0.99094247246022,"TMMwsp",TRUE,FALSE,0.84342663951412,"ablate_filter",18,2,3e+05,9e+05,5,540661
14919,237,224,13,1720,0.130232558139535,0.945147679324895,0.0548523206751055,0.1,0.344717489643447,0,0.00256410256410256,0,95,3168,0.974747474747475,"TMMwsp",TRUE,FALSE,0.995684248183078,"ctc_pipeline",18,3,1e+06,3e+06,5,2330352
14919,237,224,13,1720,0.130232558139535,0.945147679324895,0.0548523206751055,0.1,0.344837348116005,0,0.00256410256410256,0,95,3168,0.974747474747475,"TMMwsp",TRUE,FALSE,0.995684248183078,"fix_filter",18,3,1e+06,3e+06,5,2330352
10778,248,229,19,1720,0.133139534883721,0.923387096774194,0.0766129032258065,0.1,0.327693638591534,0,0.00256410256410256,0,95,3471,0.972630365888793,"TMMwsp",TRUE,FALSE,0.681748231960397,"ablate_filter",18,3,1e+06,3e+06,5,2330352
17865,386,359,27,1720,0.208720930232558,0.930051813471503,0.0699481865284974,0.1,0.48705078065301,0.166666666666667,0.0099009900990099,1,117,2011,0.989557434112382,"TMMwsp",TRUE,FALSE,0.627665115173873,"ctc_pipeline",18,4,5e+06,1.5e+07,5,11193109.5
17654,389,361,28,1720,0.209883720930233,0.928020565552699,0.0719794344473008,0.1,0.487410664056811,0.175,0.0099009900990099,1,117,2302,0.989574283231972,"TMMwsp",TRUE,FALSE,0.621805593892668,"fix_filter",18,4,5e+06,1.5e+07,5,11193109.5
14540,405,372,33,1720,0.216279069767442,0.918518518518519,0.0814814814814815,0.1,0.468556504135594,0.166666666666667,0.00742574257425743,2,117,2579,0.967429236138038,"TMMwsp",TRUE,FALSE,0.487922770547308,"ablate_filter",18,4,5e+06,1.5e+07,5,11193109.5
18761,733,675,58,1720,0.392441860465116,0.92087312414734,0.0791268758526603,0.1,0.617906738276639,1,0.0932642487046632,0,120,793,1,"TMMwsp",TRUE,FALSE,0.448433913503371,"ctc_pipeline",18,5,2e+07,6e+07,5,41991725
18358,739,679,60,1720,0.394767441860465,0.918809201623816,0.081190798376184,0.1,0.617880268520808,1,0.101036269430052,0,120,1883,1,"TMMwsp",TRUE,FALSE,0.436665489478855,"fix_filter",18,5,2e+07,6e+07,5,41991725
17223,749,686,63,1720,0.398837209302326,0.91588785046729,0.0841121495327103,0.1,0.614466404676633,1,0.101036269430052,3,120,2003,0.998502246630055,"TMMwsp",TRUE,FALSE,0.395727962772998,"ablate_filter",18,5,2e+07,6e+07,5,41991725
8142,34,34,0,1720,0.0197674418604651,1,0,0.1,0.160056350832387,0,0,0,20,3706,0.994603345925526,"TMMwsp",TRUE,FALSE,1.80487813301203,"ctc_pipeline",19,1,1e+05,3e+05,5,144914.5
8142,34,34,0,1720,0.0197674418604651,1,0,0.1,0.159684354565374,0,0,0,20,3706,0.994603345925526,"TMMwsp",TRUE,FALSE,1.80487813301203,"fix_filter",19,1,1e+05,3e+05,5,144914.5
5548,42,41,1,1720,0.0238372093023256,0.976190476190476,0.0238095238095238,0.1,0.158698137771427,0,0,0,20,3920,0.994897959183674,"TMMwsp",TRUE,FALSE,1.09354319426732,"ablate_filter",19,1,1e+05,3e+05,5,144914.5
11736,87,86,1,1720,0.05,0.988505747126437,0.0114942528735632,0.1,0.216159416373603,0,0,0,64,3800,0.983421052631579,"TMMwsp",TRUE,FALSE,1.36162930921731,"ctc_pipeline",19,2,3e+05,9e+05,5,642739.5
11736,87,86,1,1720,0.05,0.988505747126437,0.0114942528735632,0.1,0.216118532802176,0,0,0,64,3800,0.983421052631579,"TMMwsp",TRUE,FALSE,1.36162930921731,"fix_filter",19,2,3e+05,9e+05,5,642739.5
8030,93,91,2,1720,0.052906976744186,0.978494623655914,0.021505376344086,0.1,0.207940234976941,0,0,0,64,4095,0.984371184371184,"TMMwsp",TRUE,FALSE,0.859874058431062,"ablate_filter",19,2,3e+05,9e+05,5,642739.5
14355,211,206,5,1720,0.119767441860465,0.976303317535545,0.023696682464455,0.1,0.315171879211239,0,0,0,87,3248,0.979679802955665,"TMMwsp",TRUE,FALSE,1.0590513024328,"ctc_pipeline",19,3,1e+06,3e+06,5,1664227
14355,211,206,5,1720,0.119767441860465,0.976303317535545,0.023696682464455,0.1,0.315406870325656,0,0,0,87,3248,0.979679802955665,"TMMwsp",TRUE,FALSE,1.0590513024328,"fix_filter",19,3,1e+06,3e+06,5,1664227
10028,221,213,8,1720,0.123837209302326,0.963800904977376,0.0361990950226244,0.1,0.302621870634214,0,0,0,87,3578,0.975684740078256,"TMMwsp",TRUE,FALSE,0.689334889453377,"ablate_filter",19,3,1e+06,3e+06,5,1664227
17791,393,371,22,1720,0.215697674418605,0.944020356234097,0.0559796437659033,0.1,0.486118037599187,0.0833333333333333,0.0078740157480315,0,119,2106,0.986229819563153,"TMMwsp",TRUE,FALSE,0.646341576336559,"ctc_pipeline",19,4,5e+06,1.5e+07,5,8002036
17639,396,373,23,1720,0.216860465116279,0.941919191919192,0.0580808080808081,0.1,0.48622100385568,0.0833333333333333,0.0078740157480315,1,119,2289,0.985583224115334,"TMMwsp",TRUE,FALSE,0.642430125586321,"fix_filter",19,4,5e+06,1.5e+07,5,8002036
13911,418,384,34,1720,0.223255813953488,0.91866028708134,0.0813397129186603,0.1,0.466513924755673,0.0666666666666667,0.0078740157480315,4,119,2582,0.957784663051898,"TMMwsp",TRUE,FALSE,0.475423666024619,"ablate_filter",19,4,5e+06,1.5e+07,5,8002036
18870,726,668,58,1720,0.388372093023256,0.920110192837466,0.0798898071625344,0.1,0.621502506897052,0.983333333333333,0.0831168831168831,0,120,742,0.998652291105121,"TMMwsp",TRUE,FALSE,0.429116607491522,"ctc_pipeline",19,5,2e+07,6e+07,5,34210045
18540,727,669,58,1720,0.388953488372093,0.920220082530949,0.0797799174690509,0.1,0.621258432200151,0.983333333333333,0.0857142857142857,0,120,1648,0.999393203883495,"TMMwsp",TRUE,FALSE,0.420024891072718,"fix_filter",19,5,2e+07,6e+07,5,34210045
17099,739,677,62,1720,0.393604651162791,0.916102841677943,0.0838971583220568,0.1,0.613513994332821,0.983333333333333,0.0883116883116883,4,120,1776,0.996621621621622,"TMMwsp",TRUE,FALSE,0.370586498696656,"ablate_filter",19,5,2e+07,6e+07,5,34210045
9037,54,52,2,1720,0.0302325581395349,0.962962962962963,0.037037037037037,0.1,0.181724867753931,0,0,0,21,3809,0.994486741927015,"TMMwsp",TRUE,FALSE,1.67616249142031,"ctc_pipeline",20,1,1e+05,3e+05,5,219461
9037,54,52,2,1720,0.0302325581395349,0.962962962962963,0.037037037037037,0.1,0.181344786391095,0,0,0,21,3809,0.994486741927015,"TMMwsp",TRUE,FALSE,1.67616249142031,"fix_filter",20,1,1e+05,3e+05,5,219461
6217,58,56,2,1720,0.0325581395348837,0.96551724137931,0.0344827586206897,0.1,0.174918879991467,0,0,0,21,4027,0.99478519990067,"TMMwsp",TRUE,FALSE,1.04644792185415,"ablate_filter",20,1,1e+05,3e+05,5,219461
11840,101,99,2,1720,0.0575581395348837,0.98019801980198,0.0198019801980198,0.1,0.247253120991276,0,0,0,46,3645,0.987379972565158,"TMMwsp",TRUE,FALSE,1.32029455644402,"ctc_pipeline",20,2,3e+05,9e+05,5,515903
11840,101,99,2,1720,0.0575581395348837,0.98019801980198,0.0198019801980198,0.1,0.247347010859736,0,0,0,46,3645,0.987379972565158,"TMMwsp",TRUE,FALSE,1.32029455644402,"fix_filter",20,2,3e+05,9e+05,5,515903
7766,111,107,4,1720,0.0622093023255814,0.963963963963964,0.036036036036036,0.1,0.229697187308375,0,0,0,46,3954,0.988366211431462,"TMMwsp",TRUE,FALSE,0.786823083331371,"ablate_filter",20,2,3e+05,9e+05,5,515903
14812,228,214,14,1720,0.124418604651163,0.93859649122807,0.0614035087719298,0.1,0.325227515965866,0,0,0,96,3080,0.973376623376623,"TMMwsp",TRUE,FALSE,0.992514241830229,"ctc_pipeline",20,3,1e+06,3e+06,5,2031264.5
14812,228,214,14,1720,0.124418604651163,0.93859649122807,0.0614035087719298,0.1,0.325326621549215,0,0,0,96,3080,0.973376623376623,"TMMwsp",TRUE,FALSE,0.992514241830229,"fix_filter",20,3,1e+06,3e+06,5,2031264.5
10526,236,220,16,1720,0.127906976744186,0.932203389830508,0.0677966101694915,0.1,0.315672181201747,0,0,0,96,3377,0.971572401539828,"TMMwsp",TRUE,FALSE,0.671594185780394,"ablate_filter",20,3,1e+06,3e+06,5,2031264.5
17700,405,380,25,1720,0.22093023255814,0.938271604938272,0.0617283950617284,0.1,0.490780919072721,0.141666666666667,0.0329113924050633,0,120,2127,0.984015044663846,"TMMwsp",TRUE,FALSE,0.662720425593814,"ctc_pipeline",20,4,5e+06,1.5e+07,5,8010131.5
17555,405,380,25,1720,0.22093023255814,0.938271604938272,0.0617283950617284,0.1,0.490461125432222,0.141666666666667,0.0329113924050633,0,120,2266,0.984554280670786,"TMMwsp",TRUE,FALSE,0.65859526084966,"fix_filter",20,4,5e+06,1.5e+07,5,8010131.5
13898,425,393,32,1720,0.228488372093023,0.924705882352941,0.0752941176470588,0.1,0.47340284299593,0.141666666666667,0.030379746835443,6,120,2548,0.958791208791209,"TMMwsp",TRUE,FALSE,0.489954090794682,"ablate_filter",20,4,5e+06,1.5e+07,5,8010131.5
18558,669,618,51,1720,0.359302325581395,0.923766816143498,0.0762331838565022,0.1,0.583705724529593,1,0.0523809523809524,0,120,974,1,"TMMwsp",TRUE,FALSE,0.470413094187889,"ctc_pipeline",20,5,2e+07,6e+07,5,36491180.5
18137,673,621,52,1720,0.361046511627907,0.922734026745914,0.0772659732540862,0.1,0.583149062691945,1,0.0547619047619048,0,120,2026,1,"TMMwsp",TRUE,FALSE,0.456972812010273,"fix_filter",20,5,2e+07,6e+07,5,36491180.5
16710,681,624,57,1720,0.362790697674419,0.916299559471366,0.0837004405286344,0.1,0.577818688324424,1,0.0547619047619048,4,120,2154,0.998142989786444,"TMMwsp",TRUE,FALSE,0.400225560343368,"ablate_filter",20,5,2e+07,6e+07,5,36491180.5
8936,46,45,1,1720,0.0261627906976744,0.978260869565217,0.0217391304347826,0.1,0.171597841469564,0,0,0,22,3806,0.994219653179191,"TMMwsp",TRUE,FALSE,1.68181784444245,"ctc_pipeline",21,1,1e+05,3e+05,5,201552.5
8936,46,45,1,1720,0.0261627906976744,0.978260869565217,0.0217391304347826,0.1,0.171747754191201,0,0,0,22,3806,0.994219653179191,"TMMwsp",TRUE,FALSE,1.68181784444245,"fix_filter",21,1,1e+05,3e+05,5,201552.5
6043,53,50,3,1720,0.0290697674418605,0.943396226415094,0.0566037735849057,0.1,0.16751429736848,0,0,0,22,4024,0.994532803180915,"TMMwsp",TRUE,FALSE,1.0161907008534,"ablate_filter",21,1,1e+05,3e+05,5,201552.5
11683,99,94,5,1720,0.0546511627906977,0.94949494949495,0.0505050505050505,0.1,0.231948731537204,0,0.0022271714922049,0,56,3731,0.985258643795229,"TMMwsp",TRUE,FALSE,1.37059854946195,"ctc_pipeline",21,2,3e+05,9e+05,5,648781
11683,99,94,5,1720,0.0546511627906977,0.94949494949495,0.0505050505050505,0.1,0.232188656530034,0,0.0022271714922049,0,56,3731,0.985258643795229,"TMMwsp",TRUE,FALSE,1.37059854946195,"fix_filter",21,2,3e+05,9e+05,5,648781
8010,107,102,5,1720,0.0593023255813954,0.953271028037383,0.0467289719626168,0.1,0.220330342407979,0,0.0022271714922049,0,56,4066,0.986227250368913,"TMMwsp",TRUE,FALSE,0.868565754916807,"ablate_filter",21,2,3e+05,9e+05,5,648781
14427,175,169,6,1720,0.0982558139534884,0.965714285714286,0.0342857142857143,0.1,0.320144772146578,0,0,0,81,3286,0.978393183201461,"TMMwsp",TRUE,FALSE,1.05416516718368,"ctc_pipeline",21,3,1e+06,3e+06,5,1449036.5
14427,175,169,6,1720,0.0982558139534884,0.965714285714286,0.0342857142857143,0.1,0.320129607671109,0,0,0,81,3286,0.978393183201461,"TMMwsp",TRUE,FALSE,1.05416516718368,"fix_filter",21,3,1e+06,3e+06,5,1449036.5
9643,187,181,6,1720,0.105232558139535,0.967914438502674,0.0320855614973262,0.1,0.304091455665125,0,0,0,81,3611,0.977568540570479,"TMMwsp",TRUE,FALSE,0.633836626522629,"ablate_filter",21,3,1e+06,3e+06,5,1449036.5
17399,419,391,28,1720,0.227325581395349,0.933174224343675,0.0668257756563246,0.1,0.482864785770029,0.275,0.0196078431372549,1,118,2339,0.97990594271056,"TMMwsp",TRUE,FALSE,0.697717769659578,"ctc_pipeline",21,4,5e+06,1.5e+07,5,8865255
17219,419,391,28,1720,0.227325581395349,0.933174224343675,0.0668257756563246,0.1,0.483161425459101,0.275,0.0196078431372549,1,118,2548,0.981554160125589,"TMMwsp",TRUE,FALSE,0.691853817824256,"fix_filter",21,4,5e+06,1.5e+07,5,8865255
13461,439,406,33,1720,0.236046511627907,0.924829157175399,0.0751708428246014,0.1,0.460334576489927,0.25,0.0196078431372549,16,118,2839,0.963719619584361,"TMMwsp",TRUE,FALSE,0.505442898960723,"ablate_filter",21,4,5e+06,1.5e+07,5,8865255
18832,721,653,68,1720,0.379651162790698,0.905686546463246,0.0943134535367545,0.1,0.605653513241575,0.983333333333333,0.0869565217391304,0,120,786,0.998727735368957,"TMMwsp",TRUE,FALSE,0.455742796541192,"ctc_pipeline",21,5,2e+07,6e+07,5,34123846
18444,730,657,73,1720,0.381976744186046,0.9,0.1,0.1,0.60509543551782,0.983333333333333,0.0917874396135266,0,120,1781,0.998877035373386,"TMMwsp",TRUE,FALSE,0.443833903599972,"fix_filter",21,5,2e+07,6e+07,5,34123846
16933,748,669,79,1720,0.388953488372093,0.894385026737968,0.105614973262032,0.1,0.594395098046914,0.983333333333333,0.0942028985507246,3,120,1904,0.997373949579832,"TMMwsp",TRUE,FALSE,0.389417270236224,"ablate_filter",21,5,2e+07,6e+07,5,34123846
7656,26,26,0,1720,0.0151162790697674,1,0,0.1,0.158325181981272,0,0,0,15,3534,0.995755517826825,"TMMwsp",TRUE,FALSE,1.83099165263086,"ctc_pipeline",22,1,1e+05,3e+05,5,177081
7656,26,26,0,1720,0.0151162790697674,1,0,0.1,0.157328192624436,0,0,0,15,3534,0.995755517826825,"TMMwsp",TRUE,FALSE,1.83099165263086,"fix_filter",22,1,1e+05,3e+05,5,177081
5247,30,30,0,1720,0.0174418604651163,1,0,0.1,0.155742287815343,0,0,0,15,3739,0.995988232147633,"TMMwsp",TRUE,FALSE,1.13483797338418,"ablate_filter",22,1,1e+05,3e+05,5,177081
11906,127,123,4,1720,0.0715116279069767,0.968503937007874,0.031496062992126,0.1,0.238086727351385,0,0.00255754475703325,0,44,3660,0.988524590163934,"TMMwsp",TRUE,FALSE,1.34431829315042,"ctc_pipeline",22,2,3e+05,9e+05,5,619750.5
11906,127,123,4,1720,0.0715116279069767,0.968503937007874,0.031496062992126,0.1,0.238209946738204,0,0.00255754475703325,0,44,3660,0.988524590163934,"TMMwsp",TRUE,FALSE,1.34431829315042,"fix_filter",22,2,3e+05,9e+05,5,619750.5
8045,132,126,6,1720,0.0732558139534884,0.954545454545455,0.0454545454545455,0.1,0.232770475425766,0,0.00255754475703325,0,44,3948,0.988855116514691,"TMMwsp",TRUE,FALSE,0.834436708053258,"ablate_filter",22,2,3e+05,9e+05,5,619750.5
13926,184,174,10,1720,0.101162790697674,0.945652173913043,0.0543478260869565,0.1,0.301398924446914,0,0,0,96,3451,0.974789915966387,"TMMwsp",TRUE,FALSE,1.10378923647679,"ctc_pipeline",22,3,1e+06,3e+06,5,1443421.5
